local_id;type_local;surf_carre;nb_piece_princ;surf_terrain;nature_cult;nature_cult_spec;cadastre_id
2035;Appartement;32,00;1;;;;7808
4238;Appartement;32,00;2;;;;855
4239;Maison;32,00;2;;;;5450
7728;Appartement;32,00;3;;;;821
1957;Appartement;32,01;1;;;;10172
4138;Appartement;32,01;2;;;;15008
1958;Appartement;32,02;1;;;;19004
4139;Appartement;32,02;2;;;;4234
1959;Appartement;32,03;1;;;;6226
4140;Appartement;32,03;2;;;;644
1960;Appartement;32,04;1;;;;9763
4141;Appartement;32,04;2;;;;26779
1961;Appartement;32,05;1;;;;13252
4142;Appartement;32,05;2;;;;19398
7711;Maison;32,05;3;;;;28824
1962;Appartement;32,06;1;;;;891
4143;Appartement;32,06;2;;;;217
1963;Appartement;32,07;1;;;;16149
4144;Appartement;32,07;2;;;;15078
4145;Maison;32,07;2;;;;28947
7712;Appartement;32,07;3;;;;12452
1964;Appartement;32,08;1;;;;8825
4146;Appartement;32,08;2;;;;105
1965;Appartement;32,10;1;;;;15026
4147;Appartement;32,10;2;;;;24386
1966;Appartement;32,11;1;;;;729
4148;Appartement;32,11;2;;;;16878
1967;Appartement;32,12;1;;;;12766
4149;Appartement;32,12;2;;;;5765
4150;Appartement;32,13;2;;;;27024
1968;Appartement;32,14;1;;;;14665
4151;Appartement;32,14;2;;;;26141
1969;Appartement;32,15;1;;;;2890
4152;Appartement;32,15;2;;;;12266
1970;Appartement;32,16;1;;;;855
4153;Appartement;32,16;2;;;;27417
4154;Maison;32,16;2;;;;2870
1971;Appartement;32,17;1;;;;5671
4155;Appartement;32,17;2;;;;6043
1972;Appartement;32,18;1;;;;1211
4156;Appartement;32,18;2;;;;4451
4157;Appartement;32,19;2;;;;18558
1973;Appartement;32,20;1;;;;14791
4158;Appartement;32,20;2;;;;4509
7713;Appartement;32,20;3;;;;5159
1974;Appartement;32,21;1;;;;8309
4159;Appartement;32,21;2;;;;27325
1975;Appartement;32,22;1;;;;27980
4160;Appartement;32,22;2;;;;27978
7714;Appartement;32,22;3;;;;29537
1976;Appartement;32,23;1;;;;7322
4161;Appartement;32,23;2;;;;14283
1977;Appartement;32,24;1;;;;10985
1978;Appartement;32,25;1;;;;5019
4162;Appartement;32,25;2;;;;1231
1979;Appartement;32,26;1;;;;10920
1980;Appartement;32,27;1;;;;13066
4163;Appartement;32,27;2;;;;27339
1981;Appartement;32,28;1;;;;1144
1982;Appartement;32,29;1;;;;28967
4164;Appartement;32,29;2;;;;214
1983;Appartement;32,30;1;;;;14338
4165;Appartement;32,30;2;;;;8307
7715;Appartement;32,30;3;;;;8547
1984;Appartement;32,31;1;;;;27728
4166;Appartement;32,31;2;;;;16539
1985;Appartement;32,32;1;;;;29405
4167;Appartement;32,32;2;;;;19314
4168;Appartement;32,33;2;;;;15808
1986;Appartement;32,34;1;;;;28129
4169;Appartement;32,34;2;;;;14331
1987;Appartement;32,35;1;;;;2853
4170;Appartement;32,35;2;;;;20693
7716;Appartement;32,35;3;;;;9524
1988;Appartement;32,36;1;;;;24077
4171;Appartement;32,36;2;;;;14073
7717;Appartement;32,36;3;;;;17781
4172;Appartement;32,37;2;;;;2521
4173;Appartement;32,38;2;;;;14677
1989;Appartement;32,39;1;;;;15540
4174;Appartement;32,39;2;;;;19926
1990;Appartement;32,40;1;;;;2221
4175;Appartement;32,40;2;;;;7676
1991;Appartement;32,41;1;;;;5567
4176;Appartement;32,41;2;;;;12583
1992;Appartement;32,42;1;;;;1835
4177;Appartement;32,42;2;;;;12246
1993;Appartement;32,43;1;;;;24449
4178;Appartement;32,43;2;;;;16851
1994;Appartement;32,44;1;;;;13617
4179;Appartement;32,44;2;;;;16118
1995;Appartement;32,45;1;;;;20442
4180;Appartement;32,45;2;;;;17191
7718;Appartement;32,45;3;;;;27453
1996;Appartement;32,46;1;;;;23587
4181;Appartement;32,46;2;;;;11527
1997;Appartement;32,47;1;;;;14295
4182;Appartement;32,47;2;;;;19469
4183;Appartement;32,48;2;;;;95
1998;Appartement;32,49;1;;;;18856
4184;Appartement;32,49;2;;;;13207
1999;Appartement;32,50;1;;;;16168
4185;Appartement;32,50;2;;;;14348
4186;Appartement;32,51;2;;;;4587
2000;Appartement;32,52;1;;;;16671
4187;Appartement;32,52;2;;;;26765
4188;Appartement;32,53;2;;;;18620
7719;Appartement;32,53;3;;;;12150
2001;Appartement;32,54;1;;;;29941
4189;Appartement;32,54;2;;;;3165
2002;Appartement;32,55;1;;;;8938
4190;Appartement;32,55;2;;;;3960
7720;Appartement;32,55;3;;;;10813
2003;Appartement;32,56;1;;;;4853
4191;Appartement;32,56;2;;;;20611
2004;Appartement;32,57;1;;;;3283
4192;Appartement;32,57;2;;;;5517
2005;Appartement;32,58;1;;;;24418
4193;Appartement;32,58;2;;;;12011
4194;Appartement;32,59;2;;;;19663
4195;Appartement;32,60;2;;;;10303
4196;Maison;32,60;2;;;;26871
4197;Appartement;32,61;2;;;;24068
4198;Appartement;32,62;2;;;;14553
2006;Appartement;32,63;1;;;;16663
4199;Appartement;32,63;2;;;;15129
4200;Appartement;32,64;2;;;;24570
2007;Appartement;32,65;1;;;;28696
4201;Appartement;32,65;2;;;;18860
2008;Appartement;32,66;1;;;;4837
4202;Appartement;32,66;2;;;;29216
2009;Appartement;32,67;1;;;;17533
4203;Appartement;32,67;2;;;;15728
2010;Appartement;32,68;1;;;;14219
7721;Appartement;32,68;3;;;;12571
2011;Appartement;32,69;1;;;;17474
4204;Appartement;32,69;2;;;;14273
4205;Appartement;32,70;2;;;;5324
7722;Maison;32,70;3;;;;27248
2012;Appartement;32,71;1;;;;1593
4206;Appartement;32,71;2;;;;11536
4207;Maison;32,71;2;;;;8172
2013;Appartement;32,72;1;;;;29766
4208;Appartement;32,72;2;;;;1010
2014;Appartement;32,73;1;;;;8899
4209;Appartement;32,73;2;;;;4207
4210;Maison;32,73;2;;;;2478
7723;Appartement;32,73;3;;;;29970
2015;Appartement;32,74;1;;;;589
4211;Appartement;32,74;2;;;;4416
25;Appartement;32,75;;;;;5692
2016;Appartement;32,75;1;;;;22584
4212;Appartement;32,75;2;;;;8752
7724;Appartement;32,75;3;;;;2706
2017;Appartement;32,76;1;;;;17036
7725;Appartement;32,76;3;;;;22950
4213;Appartement;32,77;2;;;;1437
4214;Maison;32,77;2;;;;11150
2018;Appartement;32,78;1;;;;16724
4215;Appartement;32,78;2;;;;11880
2019;Appartement;32,79;1;;;;29622
4216;Appartement;32,79;2;;;;5877
2020;Appartement;32,80;1;;;;1470
4217;Appartement;32,80;2;;;;25011
7726;Appartement;32,80;3;;;;1223
2021;Appartement;32,81;1;;;;1145
4218;Appartement;32,81;2;;;;27965
2022;Appartement;32,82;1;;;;5660
4219;Appartement;32,82;2;;;;5242
4220;Appartement;32,83;2;;;;28907
2023;Appartement;32,84;1;;;;20765
4221;Appartement;32,84;2;;;;1870
2024;Appartement;32,85;1;;;;18790
4222;Appartement;32,85;2;;;;29640
2025;Appartement;32,86;1;;;;5244
4223;Appartement;32,86;2;;;;16755
2026;Appartement;32,87;1;;;;13
4224;Appartement;32,87;2;;;;360
4225;Appartement;32,88;2;;;;8185
7727;Appartement;32,88;3;;;;22504
2027;Appartement;32,89;1;;;;4533
4226;Appartement;32,89;2;;;;2432
4227;Maison;32,89;2;;;;22393
2028;Appartement;32,90;1;;;;13244
4228;Appartement;32,90;2;;;;12427
4229;Maison;32,91;2;;;;2559
4230;Appartement;32,92;2;;;;26260
2029;Appartement;32,93;1;;;;29799
4231;Appartement;32,93;2;;;;12906
2030;Appartement;32,94;1;;;;17836
4232;Appartement;32,94;2;;;;24951
2031;Appartement;32,95;1;;;;521
4233;Appartement;32,95;2;;;;1136
2032;Appartement;32,96;1;;;;4995
4234;Appartement;32,96;2;;;;13765
4235;Appartement;32,97;2;;;;1815
2033;Appartement;32,98;1;;;;17590
4236;Appartement;32,98;2;;;;23670
2034;Appartement;32,99;1;;;;8193
4237;Appartement;32,99;2;;;;28013
2115;Appartement;33,00;1;;;;25136
4340;Appartement;33,00;2;;;;13379
2036;Maison;33,01;1;;;;28074
4240;Appartement;33,01;2;;;;11618
2037;Appartement;33,02;1;;;;27224
4241;Appartement;33,02;2;;;;7114
2038;Appartement;33,03;1;;;;363
4242;Appartement;33,03;2;;;;10539
2039;Appartement;33,04;1;;;;9081
4243;Appartement;33,04;2;;;;19736
7729;Appartement;33,04;3;;;;40
17746;Appartement;33,04;7;;;;1778
2040;Appartement;33,05;1;;;;175
4244;Appartement;33,05;2;;;;516
2041;Appartement;33,06;1;;;;737
4245;Appartement;33,06;2;;;;26165
7730;Appartement;33,06;3;;;;29769
2042;Appartement;33,07;1;;;;21472
4246;Appartement;33,07;2;;;;4
2043;Appartement;33,08;1;;;;1778
4247;Appartement;33,08;2;;;;21865
7731;Appartement;33,08;3;;;;20687
2044;Appartement;33,09;1;;;;13353
2045;Maison;33,09;1;;;;13613
4248;Appartement;33,09;2;;;;1342
2046;Appartement;33,10;1;;;;1534
4249;Appartement;33,10;2;;;;5983
4250;Maison;33,10;2;;;;14643
2047;Appartement;33,11;1;;;;3249
4251;Appartement;33,11;2;;;;19074
7732;Maison;33,11;3;;;;14939
2048;Appartement;33,12;1;;;;9379
4252;Appartement;33,12;2;;;;21114
2049;Appartement;33,13;1;;;;3227
4253;Appartement;33,13;2;;;;16735
2050;Appartement;33,14;1;;;;29356
4254;Appartement;33,14;2;;;;3368
7733;Maison;33,14;3;;;;1087
2051;Appartement;33,15;1;;;;22276
4255;Appartement;33,15;2;;;;16988
4256;Appartement;33,16;2;;;;3789
7734;Appartement;33,16;3;;;;7570
4257;Appartement;33,17;2;;;;3844
4258;Appartement;33,18;2;;;;7926
2052;Appartement;33,19;1;;;;18692
4259;Appartement;33,19;2;;;;15393
2053;Appartement;33,20;1;;;;20068
4260;Appartement;33,20;2;;;;568
2054;Appartement;33,21;1;;;;2505
4261;Appartement;33,21;2;;;;26188
4262;Appartement;33,22;2;;;;20981
2055;Appartement;33,23;1;;;;22466
4263;Appartement;33,23;2;;;;27410
2056;Appartement;33,24;1;;;;17220
4264;Appartement;33,24;2;;;;26727
12724;Maison;33,24;4;;;;17040
2057;Appartement;33,25;1;;;;1211
4265;Appartement;33,25;2;;;;23448
2058;Appartement;33,26;1;;;;1070
4266;Appartement;33,26;2;;;;14984
2059;Appartement;33,27;1;;;;64
4267;Appartement;33,27;2;;;;74
2060;Appartement;33,29;1;;;;8
4268;Appartement;33,29;2;;;;7895
2061;Appartement;33,30;1;;;;13592
4269;Appartement;33,30;2;;;;29400
2062;Appartement;33,31;1;;;;20281
4270;Appartement;33,31;2;;;;570
2063;Appartement;33,32;1;;;;21620
4271;Appartement;33,32;2;;;;27316
2064;Appartement;33,33;1;;;;4883
4272;Appartement;33,33;2;;;;18199
2065;Appartement;33,34;1;;;;5496
4273;Appartement;33,34;2;;;;24175
2066;Appartement;33,35;1;;;;1615
4274;Appartement;33,35;2;;;;478
2067;Appartement;33,36;1;;;;2847
4275;Appartement;33,36;2;;;;2256
2068;Appartement;33,37;1;;;;29156
4276;Appartement;33,37;2;;;;4139
7735;Maison;33,37;3;;;;5852
2069;Appartement;33,38;1;;;;16212
4277;Appartement;33,38;2;;;;26027
2070;Appartement;33,39;1;;;;20949
4278;Appartement;33,39;2;;;;9001
4279;Maison;33,39;2;;;;12133
4280;Appartement;33,40;2;;;;7276
7736;Appartement;33,40;3;;;;17472
2071;Appartement;33,41;1;;;;25942
4281;Appartement;33,41;2;;;;12418
7737;Appartement;33,41;3;;;;24169
4282;Appartement;33,42;2;;;;16342
2072;Appartement;33,43;1;;;;15403
4283;Appartement;33,43;2;;;;25262
2073;Appartement;33,44;1;;;;3042
4284;Appartement;33,45;2;;;;25117
26;Appartement;33,46;;;;;23347
2074;Appartement;33,46;1;;;;21285
4285;Appartement;33,46;2;;;;14985
4286;Maison;33,46;2;;;;13136
2075;Appartement;33,47;1;;;;28584
2076;Appartement;33,48;1;;;;10735
2077;Appartement;33,49;1;;;;677
4287;Appartement;33,49;2;;;;10277
7738;Maison;33,49;3;;;;956
2078;Appartement;33,50;1;;;;17871
2079;Maison;33,50;1;;;;15233
4288;Appartement;33,50;2;;;;18430
4289;Maison;33,50;2;;;;29023
7739;Appartement;33,50;3;;;;7899
2080;Appartement;33,51;1;;;;13730
4290;Appartement;33,51;2;;;;12825
2081;Appartement;33,52;1;;;;25793
4291;Appartement;33,52;2;;;;26683
2082;Appartement;33,53;1;;;;9656
4292;Appartement;33,53;2;;;;17928
2083;Appartement;33,54;1;;;;3474
4293;Appartement;33,54;2;;;;4350
2084;Appartement;33,55;1;;;;4132
4294;Appartement;33,55;2;;;;8765
2085;Appartement;33,56;1;;;;9782
7740;Appartement;33,56;3;;;;1343
2086;Appartement;33,57;1;;;;860
4295;Appartement;33,57;2;;;;4288
7741;Appartement;33,57;3;;;;16687
4296;Appartement;33,58;2;;;;29810
2087;Appartement;33,59;1;;;;24173
4297;Appartement;33,59;2;;;;23490
2088;Appartement;33,60;1;;;;12250
4298;Appartement;33,60;2;;;;596
16602;Appartement;33,60;5;;;;2324
4299;Appartement;33,61;2;;;;25956
2089;Appartement;33,62;1;;;;9784
4300;Appartement;33,62;2;;;;10226
2090;Appartement;33,63;1;;;;17826
4301;Appartement;33,63;2;;;;1727
2091;Appartement;33,64;1;;;;201
4302;Appartement;33,64;2;;;;11161
2092;Appartement;33,65;1;;;;23923
4303;Appartement;33,65;2;;;;1343
4304;Appartement;33,66;2;;;;9042
2093;Appartement;33,67;1;;;;273
4305;Appartement;33,67;2;;;;9193
2094;Appartement;33,68;1;;;;18171
4306;Appartement;33,68;2;;;;24689
4307;Appartement;33,69;2;;;;2550
7742;Appartement;33,69;3;;;;24037
2095;Appartement;33,70;1;;;;6225
4308;Appartement;33,70;2;;;;22467
7743;Appartement;33,70;3;;;;242
2096;Appartement;33,71;1;;;;570
4309;Appartement;33,71;2;;;;15299
2097;Appartement;33,72;1;;;;14490
2098;Maison;33,72;1;;;;869
4310;Appartement;33,72;2;;;;12332
2099;Appartement;33,73;1;;;;13615
4311;Appartement;33,73;2;;;;14053
4312;Appartement;33,74;2;;;;1870
4313;Maison;33,74;2;;;;18618
2100;Appartement;33,75;1;;;;7441
4314;Appartement;33,75;2;;;;5858
4315;Appartement;33,76;2;;;;23051
2101;Appartement;33,77;1;;;;19766
4316;Appartement;33,77;2;;;;2513
4317;Appartement;33,78;2;;;;7438
4318;Appartement;33,79;2;;;;27048
2102;Appartement;33,80;1;;;;844
4319;Appartement;33,80;2;;;;14801
2103;Appartement;33,81;1;;;;9367
4320;Appartement;33,81;2;;;;92
2104;Appartement;33,82;1;;;;26073
4321;Appartement;33,82;2;;;;21536
7744;Appartement;33,82;3;;;;18760
2105;Appartement;33,83;1;;;;3046
4322;Appartement;33,83;2;;;;29608
7745;Maison;33,83;3;;;;23422
4323;Appartement;33,84;2;;;;28159
2106;Appartement;33,85;1;;;;28898
4324;Appartement;33,85;2;;;;28293
2107;Appartement;33,86;1;;;;583
4325;Appartement;33,86;2;;;;28312
7746;Appartement;33,86;3;;;;23303
4326;Appartement;33,87;2;;;;18830
4327;Appartement;33,88;2;;;;25025
2108;Appartement;33,89;1;;;;3668
4328;Appartement;33,89;2;;;;659
4329;Appartement;33,90;2;;;;1586
4330;Maison;33,90;2;;;;4404
2109;Appartement;33,91;1;;;;9398
4331;Appartement;33,91;2;;;;2150
2110;Appartement;33,93;1;;;;551
4332;Appartement;33,93;2;;;;551
2111;Appartement;33,94;1;;;;3935
4333;Appartement;33,94;2;;;;24641
2112;Appartement;33,95;1;;;;26230
4334;Appartement;33,95;2;;;;3884
4335;Appartement;33,96;2;;;;642
4336;Maison;33,96;2;;;;2673
2113;Appartement;33,97;1;;;;11240
4337;Appartement;33,97;2;;;;4929
2114;Appartement;33,98;1;;;;7970
4338;Appartement;33,98;2;;;;22520
4339;Appartement;33,99;2;;;;18745
2193;Appartement;34,00;1;;;;6813
4436;Appartement;34,00;2;;;;14355
4437;Maison;34,00;2;;;;311
4341;Appartement;34,01;2;;;;311
2116;Appartement;34,02;1;;;;24999
4342;Appartement;34,02;2;;;;2412
7747;Maison;34,02;3;;;;15353
2117;Appartement;34,03;1;;;;1955
4343;Appartement;34,03;2;;;;18294
2118;Appartement;34,04;1;;;;29648
4344;Appartement;34,04;2;;;;17249
2119;Appartement;34,05;1;;;;4944
4345;Appartement;34,05;2;;;;4135
2120;Appartement;34,06;1;;;;25008
4346;Appartement;34,06;2;;;;18804
2121;Appartement;34,07;1;;;;25357
4347;Appartement;34,07;2;;;;28543
7748;Appartement;34,07;3;;;;9957
2122;Maison;34,08;1;;;;10535
4348;Appartement;34,08;2;;;;1238
4349;Appartement;34,09;2;;;;16635
2123;Appartement;34,10;1;;;;2750
4350;Appartement;34,10;2;;;;19
2124;Appartement;34,11;1;;;;2101
4351;Appartement;34,11;2;;;;273
2125;Appartement;34,12;1;;;;9609
2126;Maison;34,12;1;;;;92
4352;Appartement;34,13;2;;;;13200
4353;Appartement;34,14;2;;;;24700
2127;Appartement;34,15;1;;;;29715
4354;Appartement;34,15;2;;;;24000
2128;Appartement;34,16;1;;;;17391
4355;Appartement;34,16;2;;;;18295
4356;Appartement;34,17;2;;;;28236
4357;Appartement;34,18;2;;;;15239
2129;Appartement;34,19;1;;;;26311
4358;Appartement;34,19;2;;;;28134
2130;Appartement;34,20;1;;;;821
4359;Appartement;34,20;2;;;;92
7749;Appartement;34,20;3;;;;144
2131;Appartement;34,21;1;;;;4
2132;Appartement;34,22;1;;;;311
4360;Appartement;34,22;2;;;;24171
2133;Appartement;34,23;1;;;;144
4361;Appartement;34,23;2;;;;23242
4362;Appartement;34,24;2;;;;2412
7750;Appartement;34,24;3;;;;23361
2134;Appartement;34,25;1;;;;5438
4363;Appartement;34,25;2;;;;21905
2135;Appartement;34,26;1;;;;29435
4364;Appartement;34,26;2;;;;3477
2136;Appartement;34,27;1;;;;3394
4365;Appartement;34,27;2;;;;1830
4366;Appartement;34,28;2;;;;22483
2137;Appartement;34,29;1;;;;19
4367;Appartement;34,29;2;;;;4897
7751;Maison;34,29;3;;;;108
2138;Appartement;34,30;1;;;;28193
4368;Appartement;34,30;2;;;;20630
4369;Appartement;34,31;2;;;;12138
2139;Appartement;34,32;1;;;;252
4370;Appartement;34,32;2;;;;5026
2140;Appartement;34,33;1;;;;91
4371;Appartement;34,33;2;;;;3695
2141;Appartement;34,34;1;;;;24396
4372;Appartement;34,34;2;;;;1512
4373;Maison;34,34;2;;;;14538
7752;Appartement;34,34;3;;;;3341
4374;Appartement;34,35;2;;;;27503
2142;Appartement;34,36;1;;;;1512
4375;Appartement;34,36;2;;;;27167
7753;Appartement;34,36;3;;;;9021
2143;Appartement;34,37;1;;;;280
4376;Appartement;34,37;2;;;;459
4377;Appartement;34,38;2;;;;18524
2144;Appartement;34,39;1;;;;18895
4378;Appartement;34,39;2;;;;3373
2145;Appartement;34,40;1;;;;18606
2146;Maison;34,40;1;;;;14513
4379;Appartement;34,40;2;;;;13541
7754;Appartement;34,40;3;;;;25849
2147;Appartement;34,41;1;;;;277
4380;Appartement;34,42;2;;;;8
7755;Appartement;34,42;3;;;;28870
2148;Appartement;34,43;1;;;;24246
4381;Appartement;34,43;2;;;;1843
4382;Appartement;34,44;2;;;;2726
4383;Appartement;34,45;2;;;;29465
7756;Maison;34,45;3;;;;10820
12725;Appartement;34,45;4;;;;1569
2149;Appartement;34,46;1;;;;18783
4384;Appartement;34,46;2;;;;16483
2150;Appartement;34,47;1;;;;1912
4385;Appartement;34,47;2;;;;8
7757;Appartement;34,47;3;;;;19
2151;Appartement;34,48;1;;;;20637
4386;Appartement;34,48;2;;;;9190
2152;Appartement;34,49;1;;;;5459
4387;Appartement;34,49;2;;;;295
2153;Appartement;34,50;1;;;;108
4388;Appartement;34,50;2;;;;28022
12726;Maison;34,50;4;;;;26383
2154;Appartement;34,51;1;;;;4140
4389;Appartement;34,51;2;;;;4390
2155;Appartement;34,52;1;;;;2801
4390;Maison;34,52;2;;;;807
2156;Maison;34,53;1;;;;10036
4391;Appartement;34,53;2;;;;4147
2157;Appartement;34,54;1;;;;27342
4392;Appartement;34,54;2;;;;23359
4393;Maison;34,54;2;;;;15754
2158;Appartement;34,55;1;;;;14515
4394;Appartement;34,55;2;;;;4308
2159;Appartement;34,56;1;;;;739
4395;Appartement;34,56;2;;;;26709
2160;Appartement;34,58;1;;;;16873
2161;Appartement;34,59;1;;;;10070
4396;Appartement;34,59;2;;;;4096
2162;Appartement;34,60;1;;;;19
4397;Appartement;34,60;2;;;;1903
7758;Appartement;34,60;3;;;;15637
2163;Appartement;34,61;1;;;;19
4398;Appartement;34,61;2;;;;13449
2164;Appartement;34,62;1;;;;360
4399;Appartement;34,62;2;;;;28864
2165;Appartement;34,63;1;;;;37
4400;Appartement;34,63;2;;;;4918
2166;Appartement;34,64;1;;;;6823
4401;Appartement;34,64;2;;;;955
2167;Appartement;34,65;1;;;;10809
4402;Appartement;34,65;2;;;;2011
7759;Appartement;34,65;3;;;;20351
2168;Appartement;34,66;1;;;;3066
4403;Appartement;34,66;2;;;;8239
2169;Appartement;34,67;1;;;;3604
4404;Appartement;34,67;2;;;;5934
2170;Appartement;34,68;1;;;;22781
2171;Appartement;34,69;1;;;;25964
4405;Appartement;34,69;2;;;;642
2172;Appartement;34,70;1;;;;222
4406;Appartement;34,70;2;;;;12519
4407;Appartement;34,71;2;;;;15869
2173;Appartement;34,72;1;;;;11055
4408;Appartement;34,72;2;;;;7213
2174;Appartement;34,73;1;;;;18813
4409;Appartement;34,73;2;;;;18599
2175;Appartement;34,75;1;;;;6389
4410;Appartement;34,75;2;;;;10523
4411;Appartement;34,76;2;;;;17222
2176;Appartement;34,77;1;;;;92
4412;Appartement;34,77;2;;;;3846
7760;Maison;34,77;3;;;;21878
4413;Appartement;34,78;2;;;;5253
2177;Appartement;34,79;1;;;;13163
4414;Appartement;34,79;2;;;;6223
12727;Appartement;34,79;4;;;;25194
2178;Appartement;34,80;1;;;;19027
4415;Appartement;34,80;2;;;;6082
7761;Appartement;34,80;3;;;;955
2179;Appartement;34,81;1;;;;303
4416;Appartement;34,81;2;;;;8097
4417;Maison;34,81;2;;;;11866
2180;Appartement;34,82;1;;;;12923
4418;Appartement;34,82;2;;;;25769
7762;Appartement;34,82;3;;;;29456
4419;Appartement;34,83;2;;;;8319
2181;Appartement;34,84;1;;;;2446
4420;Appartement;34,84;2;;;;10651
2182;Appartement;34,85;1;;;;25600
4421;Appartement;34,85;2;;;;6781
12728;Appartement;34,85;4;;;;28699
16603;Appartement;34,85;5;;;;27
4422;Appartement;34,86;2;;;;17743
2183;Appartement;34,87;1;;;;20453
4423;Appartement;34,87;2;;;;2066
2184;Appartement;34,88;1;;;;83
4424;Appartement;34,88;2;;;;4006
4425;Appartement;34,89;2;;;;11111
4426;Maison;34,89;2;;;;28894
2185;Appartement;34,90;1;;;;24039
4427;Appartement;34,90;2;;;;16981
2186;Appartement;34,91;1;;;;25700
4428;Appartement;34,91;2;;;;4
2187;Appartement;34,92;1;;;;11248
4429;Appartement;34,92;2;;;;152
7763;Appartement;34,92;3;;;;15180
2188;Appartement;34,93;1;;;;28854
4430;Appartement;34,93;2;;;;46
7764;Appartement;34,93;3;;;;24441
2189;Appartement;34,94;1;;;;18912
4431;Appartement;34,95;2;;;;326
12729;Appartement;34,95;4;;;;303
2190;Appartement;34,96;1;;;;2051
4432;Appartement;34,96;2;;;;23572
4433;Maison;34,96;2;;;;1731
4434;Appartement;34,97;2;;;;1761
2191;Appartement;34,98;1;;;;3860
2192;Appartement;34,99;1;;;;18189
4435;Appartement;34,99;2;;;;252
2272;Appartement;35,00;1;;;;13523
4541;Appartement;35,00;2;;;;3448
4542;Maison;35,00;2;;;;13848
7803;Appartement;35,00;3;;;;13090
2194;Appartement;35,01;1;;;;2253
4438;Appartement;35,01;2;;;;24808
2195;Appartement;35,02;1;;;;23440
4439;Appartement;35,02;2;;;;205
7765;Appartement;35,02;3;;;;7150
2196;Appartement;35,03;1;;;;3816
4440;Appartement;35,03;2;;;;5170
2197;Appartement;35,04;1;;;;16485
4441;Appartement;35,04;2;;;;24737
7766;Appartement;35,04;3;;;;13773
4442;Appartement;35,05;2;;;;21202
4443;Appartement;35,06;2;;;;831
2198;Appartement;35,07;1;;;;5913
4444;Appartement;35,07;2;;;;3688
7767;Appartement;35,07;3;;;;10183
2199;Appartement;35,08;1;;;;15578
4445;Appartement;35,08;2;;;;20123
7768;Appartement;35,08;3;;;;12967
2200;Appartement;35,09;1;;;;11620
4446;Appartement;35,09;2;;;;20425
2201;Appartement;35,10;1;;;;18872
4447;Appartement;35,10;2;;;;8410
2202;Appartement;35,11;1;;;;394
4448;Appartement;35,11;2;;;;12856
7769;Appartement;35,11;3;;;;24151
4449;Appartement;35,12;2;;;;1980
2203;Appartement;35,13;1;;;;18664
4450;Appartement;35,13;2;;;;16111
7770;Appartement;35,13;3;;;;25720
4451;Appartement;35,14;2;;;;5949
4452;Appartement;35,15;2;;;;17493
7771;Appartement;35,15;3;;;;4
2204;Appartement;35,16;1;;;;6773
4453;Appartement;35,16;2;;;;29478
4454;Maison;35,16;2;;;;25671
7772;Appartement;35,16;3;;;;19373
2205;Appartement;35,17;1;;;;108
2206;Appartement;35,18;1;;;;4932
2207;Maison;35,18;1;;;;4
4455;Appartement;35,18;2;;;;19919
7773;Appartement;35,18;3;;;;12199
2208;Appartement;35,19;1;;;;11903
4456;Appartement;35,19;2;;;;14186
4457;Maison;35,19;2;;;;1727
2209;Appartement;35,20;1;;;;1316
4458;Appartement;35,20;2;;;;15965
7774;Appartement;35,20;3;;;;6895
2210;Appartement;35,21;1;;;;732
4459;Appartement;35,21;2;;;;17373
4460;Appartement;35,22;2;;;;12465
4461;Appartement;35,23;2;;;;27433
7775;Appartement;35,23;3;;;;78
2211;Appartement;35,24;1;;;;15820
4462;Appartement;35,24;2;;;;10634
7776;Appartement;35,24;3;;;;612
4463;Appartement;35,25;2;;;;26504
7777;Appartement;35,25;3;;;;119
2212;Appartement;35,26;1;;;;24025
4464;Appartement;35,26;2;;;;13412
2213;Appartement;35,27;1;;;;22304
4465;Appartement;35,27;2;;;;29311
12731;Appartement;35,27;4;;;;25413
2214;Appartement;35,28;1;;;;13247
4466;Appartement;35,28;2;;;;18263
2215;Appartement;35,29;1;;;;567
4467;Appartement;35,29;2;;;;8718
2216;Appartement;35,30;1;;;;847
4468;Appartement;35,30;2;;;;1459
4469;Maison;35,30;2;;;;5246
7778;Appartement;35,30;3;;;;19
2217;Appartement;35,31;1;;;;18234
4470;Appartement;35,31;2;;;;24030
2218;Appartement;35,32;1;;;;6520
4471;Appartement;35,32;2;;;;18930
2219;Appartement;35,33;1;;;;108
2220;Appartement;35,34;1;;;;21513
4472;Appartement;35,34;2;;;;737
2221;Appartement;35,35;1;;;;16796
4473;Appartement;35,35;2;;;;3484
7779;Appartement;35,35;3;;;;28780
4474;Appartement;35,36;2;;;;18349
2222;Appartement;35,37;1;;;;21087
4475;Appartement;35,37;2;;;;3059
2223;Appartement;35,38;1;;;;2277
4476;Appartement;35,38;2;;;;6092
2224;Appartement;35,39;1;;;;12536
4477;Appartement;35,39;2;;;;3714
2225;Appartement;35,40;1;;;;1115
4478;Appartement;35,40;2;;;;16223
2226;Appartement;35,41;1;;;;23200
4479;Appartement;35,41;2;;;;83
2227;Appartement;35,42;1;;;;17467
4480;Appartement;35,42;2;;;;1845
4481;Maison;35,42;2;;;;13055
2228;Appartement;35,43;1;;;;12819
4482;Appartement;35,43;2;;;;12910
4483;Maison;35,43;2;;;;347
7780;Appartement;35,43;3;;;;17487
2229;Appartement;35,44;1;;;;836
