local_id;type_local;surf_carre;nb_piece_princ;surf_terrain;nature_cult;nature_cult_spec;cadastre_id
34;Appartement;0,40;1;;;;25960
35;Appartement;0,50;1;;;;28620
11949;Appartement;1,31;4;;;;2097
36;Appartement;1,36;1;;;;2097
7280;Appartement;1,43;3;;;;2505
7281;Maison;1,76;3;;;;21066
3227;Appartement;2,00;2;;;;7369
7589;Appartement;2,10;3;;;;16058
15;Appartement;2,36;;;;;26038
7676;Appartement;3,00;3;;;;6675
12716;Appartement;3,27;4;;;;28618
3941;Appartement;3,30;2;;;;14002
1767;Appartement;3,37;1;;;;20066
7675;Appartement;3,45;3;;;;21690
12717;Appartement;3,45;4;;;;8477
3942;Appartement;3,62;2;;;;21876
1768;Appartement;3,64;1;;;;22952
1769;Appartement;3,85;1;;;;28774
4957;Appartement;4,00;2;;;;24642
7942;Appartement;4,11;3;;;;8401
2491;Appartement;4,34;1;;;;12492
12752;Appartement;4,38;4;;;;5785
12753;Appartement;4,47;4;;;;8265
12754;Appartement;4,55;4;;;;8403
4954;Appartement;4,56;2;;;;12456
4955;Appartement;4,60;2;;;;1453
2492;Appartement;4,70;1;;;;25239
4956;Appartement;4,95;2;;;;9137
5970;Appartement;5,00;2;;;;18823
8526;Appartement;5,00;3;;;;26613
2778;Appartement;5,21;1;;;;16606
8525;Appartement;5,25;3;;;;3386
2779;Appartement;5,27;1;;;;22873
5968;Appartement;5,42;2;;;;22766
12800;Appartement;5,60;4;;;;21557
2780;Appartement;5,69;1;;;;23804
2781;Appartement;5,72;1;;;;21158
2782;Appartement;5,86;1;;;;7858
5969;Appartement;5,87;2;;;;27208
6721;Appartement;6,00;2;;;;18272
16621;Appartement;6,00;5;;;;410
6720;Appartement;6,20;2;;;;21275
2885;Appartement;6,25;1;;;;17396
2886;Appartement;6,26;1;;;;14113
2887;Appartement;6,32;1;;;;10624
2888;Appartement;6,47;1;;;;20483
2889;Appartement;6,54;1;;;;10333
12925;Appartement;6,60;4;;;;2200
2890;Appartement;6,67;1;;;;25799
2891;Appartement;6,75;1;;;;10057
2892;Appartement;6,89;1;;;;5558
2932;Appartement;7,07;1;;;;20249
10560;Appartement;7,10;3;;;;29430
2933;Appartement;7,16;1;;;;19595
2934;Appartement;7,17;1;;;;4446
2935;Appartement;7,21;1;;;;22363
10561;Maison;7,22;3;;;;26782
2936;Appartement;7,28;1;;;;23767
2937;Appartement;7,29;1;;;;29901
2938;Appartement;7,34;1;;;;26710
7053;Appartement;7,35;2;;;;2928
2939;Appartement;7,55;1;;;;21103
7054;Appartement;7,60;2;;;;27463
7055;Appartement;7,61;2;;;;8385
2940;Appartement;7,64;1;;;;18902
2941;Appartement;7,65;1;;;;15355
2942;Appartement;7,71;1;;;;3584
2943;Appartement;7,79;1;;;;3575
2944;Appartement;7,93;1;;;;16277
2945;Appartement;7,95;1;;;;17581
10562;Appartement;7,95;3;;;;2105
3007;Appartement;8,00;1;;;;8573
11348;Appartement;8,00;3;;;;11113
2988;Appartement;8,07;1;;;;4532
2989;Appartement;8,09;1;;;;5189
7175;Appartement;8,10;2;;;;10384
2990;Appartement;8,20;1;;;;5475
7176;Appartement;8,20;2;;;;12355
2991;Appartement;8,21;1;;;;29471
2992;Appartement;8,24;1;;;;12642
2993;Appartement;8,25;1;;;;14825
2994;Appartement;8,30;1;;;;28275
2995;Appartement;8,36;1;;;;25894
2996;Appartement;8,37;1;;;;24886
2997;Appartement;8,41;1;;;;19073
2998;Appartement;8,43;1;;;;10499
2999;Appartement;8,48;1;;;;23182
32;Appartement;8,50;;;;;24447
3000;Appartement;8,50;1;;;;17582
3001;Appartement;8,51;1;;;;27775
3002;Appartement;8,59;1;;;;3716
3003;Appartement;8,62;1;;;;686
3004;Appartement;8,72;1;;;;28229
3005;Appartement;8,75;1;;;;6988
3006;Appartement;8,78;1;;;;14216
14354;Appartement;8,84;4;;;;22204
3060;Appartement;9,00;1;;;;24542
3026;Appartement;9,01;1;;;;21704
3027;Appartement;9,02;1;;;;9213
3028;Appartement;9,03;1;;;;21065
3029;Appartement;9,05;1;;;;18422
7239;Appartement;9,07;2;;;;1662
3030;Appartement;9,09;1;;;;22849
3031;Appartement;9,10;1;;;;14509
3032;Appartement;9,17;1;;;;1076
3033;Appartement;9,18;1;;;;24604
3034;Appartement;9,19;1;;;;8915
3035;Appartement;9,20;1;;;;21035
3036;Appartement;9,24;1;;;;26531
3037;Appartement;9,25;1;;;;12960
3038;Appartement;9,27;1;;;;3526
3039;Appartement;9,31;1;;;;13494
3040;Appartement;9,36;1;;;;29911
3041;Appartement;9,44;1;;;;17461
3042;Appartement;9,52;1;;;;28350
3043;Appartement;9,56;1;;;;5099
3044;Appartement;9,59;1;;;;11752
3045;Appartement;9,62;1;;;;3976
3046;Appartement;9,65;1;;;;18662
3047;Appartement;9,69;1;;;;17525
3048;Appartement;9,71;1;;;;6468
3049;Appartement;9,73;1;;;;22997
3050;Appartement;9,74;1;;;;3228
3051;Appartement;9,80;1;;;;12494
15262;Appartement;9,80;4;;;;27394
3052;Appartement;9,81;1;;;;25427
7240;Appartement;9,81;2;;;;16868
3053;Appartement;9,82;1;;;;29595
3054;Appartement;9,83;1;;;;6442
3055;Appartement;9,84;1;;;;16543
3056;Appartement;9,85;1;;;;3894
3057;Appartement;9,87;1;;;;6089
3058;Appartement;9,90;1;;;;10648
33;Appartement;9,91;;;;;21988
3059;Appartement;9,91;1;;;;15870
37;Appartement;10,01;1;;;;22471
38;Appartement;10,02;1;;;;16227
39;Appartement;10,03;1;;;;7669
40;Appartement;10,04;1;;;;24778
7282;Appartement;10,04;3;;;;21806
41;Appartement;10,05;1;;;;23018
42;Appartement;10,06;1;;;;28954
3077;Appartement;10,06;2;;;;18517
43;Appartement;10,07;1;;;;19536
44;Appartement;10,08;1;;;;12161
45;Appartement;10,10;1;;;;27686
1;Maison;10,14;;;;;17523
46;Appartement;10,15;1;;;;26258
47;Appartement;10,16;1;;;;10077
48;Appartement;10,18;1;;;;478
49;Appartement;10,19;1;;;;13156
50;Appartement;10,20;1;;;;5659
51;Appartement;10,22;1;;;;10582
52;Appartement;10,23;1;;;;4264
53;Appartement;10,25;1;;;;1057
54;Appartement;10,26;1;;;;13280
55;Appartement;10,27;1;;;;8696
56;Appartement;10,29;1;;;;12379
57;Appartement;10,30;1;;;;20481
3078;Appartement;10,30;2;;;;19053
58;Appartement;10,32;1;;;;16969
59;Appartement;10,33;1;;;;7667
60;Appartement;10,36;1;;;;12808
61;Appartement;10,38;1;;;;10341
62;Appartement;10,41;1;;;;7555
63;Appartement;10,44;1;;;;20715
64;Appartement;10,46;1;;;;22602
65;Appartement;10,51;1;;;;18505
66;Appartement;10,52;1;;;;11942
67;Appartement;10,53;1;;;;26487
68;Appartement;10,55;1;;;;11188
69;Appartement;10,58;1;;;;14507
70;Appartement;10,59;1;;;;23975
71;Appartement;10,60;1;;;;28676
7283;Appartement;10,60;3;;;;5382
72;Appartement;10,65;1;;;;21291
17318;Appartement;10,65;6;;;;174
73;Appartement;10,66;1;;;;8692
74;Appartement;10,67;1;;;;18901
75;Appartement;10,69;1;;;;21689
2;Appartement;10,75;;;;;16368
76;Appartement;10,75;1;;;;20061
77;Appartement;10,78;1;;;;3328
7284;Appartement;10,78;3;;;;22196
78;Appartement;10,80;1;;;;18703
79;Appartement;10,81;1;;;;3974
80;Appartement;10,83;1;;;;25662
81;Appartement;10,84;1;;;;17377
82;Appartement;10,90;1;;;;15416
83;Appartement;10,94;1;;;;21553
84;Appartement;10,96;1;;;;12782
85;Appartement;10,97;1;;;;26491
145;Appartement;11,00;1;;;;3364
94;Appartement;11,02;1;;;;27469
95;Appartement;11,03;1;;;;3972
96;Appartement;11,04;1;;;;25858
97;Appartement;11,06;1;;;;18419
98;Appartement;11,07;1;;;;16588
99;Appartement;11,08;1;;;;29961
100;Appartement;11,09;1;;;;28194
101;Appartement;11,10;1;;;;12532
102;Appartement;11,12;1;;;;21535
103;Appartement;11,15;1;;;;28564
104;Appartement;11,19;1;;;;10731
105;Appartement;11,20;1;;;;16590
106;Appartement;11,22;1;;;;23294
107;Appartement;11,24;1;;;;23394
108;Appartement;11,27;1;;;;28650
109;Appartement;11,28;1;;;;6923
110;Appartement;11,30;1;;;;3550
111;Appartement;11,32;1;;;;24180
112;Appartement;11,33;1;;;;15730
3088;Appartement;11,40;2;;;;27899
113;Appartement;11,41;1;;;;17497
114;Appartement;11,43;1;;;;29701
115;Appartement;11,44;1;;;;19703
116;Appartement;11,45;1;;;;22541
117;Appartement;11,46;1;;;;29576
118;Appartement;11,47;1;;;;22001
119;Appartement;11,48;1;;;;25470
120;Appartement;11,49;1;;;;13842
121;Appartement;11,50;1;;;;27956
3089;Appartement;11,50;2;;;;17558
7405;Appartement;11,50;3;;;;21781
122;Appartement;11,51;1;;;;7826
123;Appartement;11,52;1;;;;10096
12248;Appartement;11,52;4;;;;21779
124;Appartement;11,54;1;;;;22024
125;Appartement;11,58;1;;;;18835
18003;Maison;11,60;1;600;S;;22806
126;Appartement;11,60;1;;;;27131
127;Appartement;11,62;1;;;;12912
128;Appartement;11,64;1;;;;11170
3090;Appartement;11,66;2;;;;19109
7406;Appartement;11,67;3;;;;28796
129;Appartement;11,72;1;;;;26736
130;Appartement;11,75;1;;;;20677
131;Appartement;11,76;1;;;;8555
132;Appartement;11,78;1;;;;28798
133;Appartement;11,80;1;;;;4026
134;Appartement;11,82;1;;;;8207
135;Appartement;11,83;1;;;;26166
136;Appartement;11,84;1;;;;13203
137;Appartement;11,85;1;;;;22269
138;Appartement;11,90;1;;;;7226
139;Appartement;11,91;1;;;;19628
140;Appartement;11,92;1;;;;18633
141;Appartement;11,95;1;;;;17471
142;Appartement;11,96;1;;;;24080
143;Appartement;11,97;1;;;;17653
144;Appartement;11,99;1;;;;21552
213;Appartement;12,00;1;;;;28436
3106;Appartement;12,00;2;;;;16915
7466;Appartement;12,00;3;;;;8198
12425;Maison;12,00;4;;;;5206
151;Appartement;12,04;1;;;;2395
152;Appartement;12,05;1;;;;13518
153;Appartement;12,06;1;;;;12094
154;Appartement;12,07;1;;;;13788
155;Appartement;12,09;1;;;;3092
156;Appartement;12,10;1;;;;12192
157;Appartement;12,11;1;;;;1081
158;Appartement;12,13;1;;;;27949
159;Appartement;12,14;1;;;;25549
3100;Appartement;12,14;2;;;;10647
160;Appartement;12,15;1;;;;11151
161;Appartement;12,16;1;;;;20327
162;Appartement;12,17;1;;;;10192
163;Appartement;12,18;1;;;;4419
164;Appartement;12,19;1;;;;16781
165;Appartement;12,20;1;;;;18495
3101;Appartement;12,20;2;;;;26744
166;Appartement;12,21;1;;;;21736
3102;Appartement;12,23;2;;;;66
167;Appartement;12,24;1;;;;194
3103;Appartement;12,24;2;;;;11346
168;Appartement;12,25;1;;;;14174
169;Appartement;12,26;1;;;;28394
170;Appartement;12,27;1;;;;9262
171;Appartement;12,32;1;;;;4100
172;Appartement;12,33;1;;;;14762
173;Appartement;12,35;1;;;;24207
174;Appartement;12,37;1;;;;24052
175;Appartement;12,38;1;;;;10794
176;Appartement;12,40;1;;;;23628
177;Appartement;12,41;1;;;;8823
178;Appartement;12,42;1;;;;10821
179;Appartement;12,43;1;;;;16548
180;Appartement;12,44;1;;;;1587
181;Appartement;12,46;1;;;;25094
182;Appartement;12,47;1;;;;27327
183;Appartement;12,50;1;;;;17904
3104;Appartement;12,50;2;;;;1236
7465;Appartement;12,50;3;;;;802
184;Appartement;12,51;1;;;;29025
185;Appartement;12,52;1;;;;19342
186;Appartement;12,53;1;;;;24257
187;Appartement;12,55;1;;;;13302
188;Appartement;12,56;1;;;;4365
189;Appartement;12,57;1;;;;13246
190;Appartement;12,58;1;;;;19515
3;Appartement;12,59;;;;;28423
191;Appartement;12,59;1;;;;21661
192;Appartement;12,60;1;;;;22969
193;Appartement;12,62;1;;;;288
194;Appartement;12,65;1;;;;15841
195;Appartement;12,66;1;;;;26057
196;Appartement;12,67;1;;;;6342
197;Appartement;12,68;1;;;;24924
198;Appartement;12,69;1;;;;8591
199;Appartement;12,75;1;;;;957
200;Appartement;12,77;1;;;;6162
201;Appartement;12,78;1;;;;7456
202;Appartement;12,79;1;;;;17760
203;Appartement;12,80;1;;;;17070
204;Appartement;12,83;1;;;;26599
205;Appartement;12,84;1;;;;2779
206;Appartement;12,85;1;;;;18621
207;Appartement;12,86;1;;;;2424
208;Appartement;12,87;1;;;;1074
209;Appartement;12,90;1;;;;9807
210;Appartement;12,96;1;;;;6317
211;Appartement;12,97;1;;;;346
3105;Appartement;12,98;2;;;;18937
212;Appartement;12,99;1;;;;21437
282;Appartement;13,00;1;;;;263
3121;Appartement;13,00;2;;;;25318
219;Appartement;13,02;1;;;;23426
220;Appartement;13,04;1;;;;24557
221;Appartement;13,05;1;;;;27761
222;Appartement;13,06;1;;;;15510
223;Appartement;13,08;1;;;;3370
224;Appartement;13,09;1;;;;19957
3115;Appartement;13,09;2;;;;17321
225;Appartement;13,10;1;;;;5921
226;Appartement;13,14;1;;;;1976
227;Appartement;13,15;1;;;;24537
228;Appartement;13,16;1;;;;26676
3116;Appartement;13,17;2;;;;3542
229;Appartement;13,18;1;;;;6748
230;Appartement;13,20;1;;;;25184
231;Appartement;13,21;1;;;;15067
232;Appartement;13,22;1;;;;16816
233;Appartement;13,24;1;;;;7690
234;Appartement;13,25;1;;;;6593
235;Appartement;13,28;1;;;;14161
7505;Appartement;13,29;3;;;;5821
236;Appartement;13,31;1;;;;11818
3117;Appartement;13,35;2;;;;9713
3118;Appartement;13,36;2;;;;13306
237;Appartement;13,37;1;;;;20502
238;Appartement;13,38;1;;;;11814
239;Appartement;13,39;1;;;;8181
7506;Appartement;13,40;3;;;;1938
240;Appartement;13,42;1;;;;11186
241;Appartement;13,43;1;;;;3667
242;Appartement;13,44;1;;;;17719
243;Appartement;13,45;1;;;;802
244;Appartement;13,46;1;;;;18906
245;Appartement;13,47;1;;;;24617
246;Appartement;13,48;1;;;;26773
247;Appartement;13,49;1;;;;10615
248;Appartement;13,50;1;;;;20997
249;Appartement;13,51;1;;;;3809
7507;Appartement;13,52;3;;;;26925
250;Appartement;13,53;1;;;;23476
251;Appartement;13,55;1;;;;3494
12525;Appartement;13,55;4;;;;14474
252;Appartement;13,56;1;;;;2247
253;Appartement;13,57;1;;;;23775
254;Appartement;13,59;1;;;;1976
255;Appartement;13,60;1;;;;11937
256;Appartement;13,63;1;;;;4134
257;Appartement;13,64;1;;;;12623
258;Appartement;13,66;1;;;;11281
259;Appartement;13,67;1;;;;29207
260;Appartement;13,68;1;;;;10680
261;Appartement;13,69;1;;;;24960
7508;Appartement;13,69;3;;;;9340
262;Appartement;13,70;1;;;;7725
263;Appartement;13,71;1;;;;2233
264;Appartement;13,74;1;;;;19308
265;Appartement;13,75;1;;;;2318
266;Appartement;13,76;1;;;;25767
3119;Appartement;13,76;2;;;;5769
4;Appartement;13,77;;;;;2814
267;Appartement;13,77;1;;;;10963
268;Appartement;13,78;1;;;;7284
269;Appartement;13,79;1;;;;5319
270;Appartement;13,80;1;;;;17911
271;Appartement;13,82;1;;;;2070
272;Appartement;13,83;1;;;;2238
273;Appartement;13,85;1;;;;9608
274;Appartement;13,88;1;;;;283
275;Appartement;13,89;1;;;;25865
276;Appartement;13,90;1;;;;26597
3120;Appartement;13,90;2;;;;29737
277;Appartement;13,91;1;;;;393
278;Appartement;13,94;1;;;;18877
279;Appartement;13,96;1;;;;9610
280;Appartement;13,98;1;;;;6545
281;Appartement;13,99;1;;;;1605
358;Appartement;14,00;1;;;;8747
3132;Appartement;14,00;2;;;;262
12593;Appartement;14,00;4;;;;13231
283;Appartement;14,01;1;;;;283
3128;Appartement;14,01;2;;;;2425
7530;Appartement;14,01;3;;;;12861
284;Appartement;14,02;1;;;;897
285;Appartement;14,03;1;;;;13556
286;Appartement;14,04;1;;;;27376
287;Appartement;14,05;1;;;;9442
288;Appartement;14,06;1;;;;14589
289;Appartement;14,07;1;;;;2233
3129;Appartement;14,07;2;;;;12816
290;Appartement;14,08;1;;;;18032
291;Appartement;14,09;1;;;;10179
292;Appartement;14,10;1;;;;10113
293;Appartement;14,15;1;;;;7772
294;Appartement;14,17;1;;;;13548
295;Appartement;14,18;1;;;;12331
296;Appartement;14,19;1;;;;27683
7531;Appartement;14,19;3;;;;18057
5;Appartement;14,20;;;;;29127
297;Appartement;14,20;1;;;;22734
298;Appartement;14,21;1;;;;15247
299;Appartement;14,22;1;;;;26783
300;Appartement;14,23;1;;;;19688
301;Appartement;14,24;1;;;;7952
302;Appartement;14,25;1;;;;1918
303;Appartement;14,26;1;;;;9423
304;Appartement;14,28;1;;;;5955
6;Appartement;14,29;;;;;9448
305;Appartement;14,30;1;;;;998
306;Appartement;14,31;1;;;;25805
307;Appartement;14,32;1;;;;19693
308;Appartement;14,33;1;;;;24250
309;Appartement;14,34;1;;;;17848
310;Appartement;14,35;1;;;;7945
311;Appartement;14,36;1;;;;14077
312;Appartement;14,37;1;;;;6569
313;Appartement;14,38;1;;;;11588
314;Appartement;14,39;1;;;;26453
315;Appartement;14,40;1;;;;4454
316;Appartement;14,41;1;;;;26142
317;Appartement;14,42;1;;;;2071
3130;Appartement;14,42;2;;;;18721
318;Appartement;14,43;1;;;;600
319;Appartement;14,45;1;;;;28415
320;Appartement;14,47;1;;;;24255
321;Appartement;14,49;1;;;;29534
7;Maison;14,50;;;;;11002
12591;Appartement;14,50;4;;;;9046
322;Appartement;14,51;1;;;;2752
323;Appartement;14,52;1;;;;27064
324;Appartement;14,53;1;;;;29116
8;Appartement;14,54;;;;;6483
325;Appartement;14,54;1;;;;11219
326;Appartement;14,55;1;;;;8440
327;Appartement;14,59;1;;;;13817
12592;Appartement;14,59;4;;;;9829
328;Appartement;14,61;1;;;;21641
329;Appartement;14,63;1;;;;2790
330;Appartement;14,65;1;;;;2516
331;Appartement;14,66;1;;;;21259
332;Appartement;14,67;1;;;;1118
333;Appartement;14,68;1;;;;22341
334;Appartement;14,69;1;;;;5140
335;Appartement;14,70;1;;;;9121
336;Appartement;14,71;1;;;;7172
337;Appartement;14,72;1;;;;8049
338;Appartement;14,73;1;;;;24995
339;Appartement;14,75;1;;;;12992
340;Appartement;14,77;1;;;;27884
341;Appartement;14,78;1;;;;488
342;Appartement;14,79;1;;;;26255
343;Appartement;14,80;1;;;;4864
344;Appartement;14,81;1;;;;8365
345;Appartement;14,82;1;;;;19442
346;Appartement;14,83;1;;;;6745
3131;Appartement;14,83;2;;;;3114
347;Appartement;14,84;1;;;;13560
348;Appartement;14,85;1;;;;6065
349;Appartement;14,86;1;;;;2151
350;Appartement;14,87;1;;;;478
351;Appartement;14,88;1;;;;22530
352;Appartement;14,90;1;;;;27230
17486;Appartement;14,90;6;;;;29855
353;Appartement;14,91;1;;;;7872
354;Appartement;14,93;1;;;;22778
355;Appartement;14,96;1;;;;26350
7532;Appartement;14,97;3;;;;2437
356;Appartement;14,98;1;;;;5828
357;Appartement;14,99;1;;;;27108
446;Appartement;15,00;1;;;;27173
7548;Appartement;15,00;3;;;;1315
12623;Appartement;15,00;4;;;;7487
364;Appartement;15,01;1;;;;19584
365;Appartement;15,02;1;;;;1581
366;Appartement;15,03;1;;;;21987
9;Appartement;15,05;;;;;6656
367;Appartement;15,05;1;;;;12471
368;Appartement;15,07;1;;;;26259
369;Appartement;15,08;1;;;;6938
370;Appartement;15,09;1;;;;20175
371;Appartement;15,10;1;;;;7874
372;Appartement;15,12;1;;;;517
373;Appartement;15,13;1;;;;1307
374;Appartement;15,14;1;;;;19311
3134;Appartement;15,14;2;;;;25465
375;Appartement;15,15;1;;;;21861
376;Appartement;15,16;1;;;;14329
377;Appartement;15,17;1;;;;20031
378;Appartement;15,19;1;;;;5122
379;Appartement;15,20;1;;;;11546
380;Appartement;15,21;1;;;;433
381;Appartement;15,22;1;;;;890
382;Appartement;15,24;1;;;;428
383;Appartement;15,25;1;;;;7
384;Appartement;15,27;1;;;;32
385;Appartement;15,28;1;;;;3833
386;Appartement;15,29;1;;;;26008
387;Appartement;15,30;1;;;;194
388;Appartement;15,31;1;;;;2398
389;Appartement;15,32;1;;;;4078
390;Appartement;15,33;1;;;;18261
391;Appartement;15,34;1;;;;19228
392;Appartement;15,35;1;;;;3954
3073;Appartement;15,35;10;;;;26195
393;Appartement;15,36;1;;;;6228
394;Appartement;15,37;1;;;;2646
395;Appartement;15,38;1;;;;29455
396;Appartement;15,39;1;;;;19357
10;Appartement;15,40;;;;;21639
397;Appartement;15,40;1;;;;19214
3135;Appartement;15,41;2;;;;19016
398;Appartement;15,42;1;;;;28224
399;Appartement;15,44;1;;;;8974
400;Appartement;15,45;1;;;;17097
401;Appartement;15,46;1;;;;18897
402;Appartement;15,47;1;;;;6525
403;Appartement;15,48;1;;;;22053
404;Appartement;15,50;1;;;;1299
405;Appartement;15,51;1;;;;19561
406;Appartement;15,52;1;;;;19981
407;Appartement;15,53;1;;;;8951
408;Appartement;15,55;1;;;;4235
3136;Appartement;15,55;2;;;;20869
409;Appartement;15,56;1;;;;2247
410;Appartement;15,57;1;;;;891
411;Appartement;15,58;1;;;;4148
412;Appartement;15,60;1;;;;14599
3137;Appartement;15,60;2;;;;14685
413;Appartement;15,61;1;;;;7620
414;Appartement;15,62;1;;;;20560
415;Appartement;15,64;1;;;;23219
416;Appartement;15,65;1;;;;859
417;Appartement;15,66;1;;;;1388
418;Appartement;15,68;1;;;;168
419;Appartement;15,69;1;;;;24149
420;Appartement;15,70;1;;;;16947
421;Appartement;15,71;1;;;;22599
422;Appartement;15,72;1;;;;24964
423;Appartement;15,73;1;;;;6332
11;Appartement;15,75;;;;;4291
424;Appartement;15,75;1;;;;14855
425;Appartement;15,76;1;;;;1042
426;Appartement;15,77;1;;;;2858
427;Appartement;15,79;1;;;;16515
3138;Appartement;15,79;2;;;;9976
428;Appartement;15,80;1;;;;10677
429;Appartement;15,81;1;;;;15970
3139;Appartement;15,81;2;;;;13652
430;Appartement;15,82;1;;;;2657
431;Appartement;15,83;1;;;;10922
432;Appartement;15,84;1;;;;19913
433;Appartement;15,85;1;;;;15137
434;Appartement;15,86;1;;;;4212
435;Appartement;15,88;1;;;;23127
436;Appartement;15,90;1;;;;21241
437;Appartement;15,91;1;;;;2460
438;Appartement;15,92;1;;;;19715
439;Appartement;15,93;1;;;;7035
440;Appartement;15,94;1;;;;20376
441;Appartement;15,95;1;;;;710
3140;Appartement;15,95;2;;;;2151
442;Appartement;15,96;1;;;;17816
443;Appartement;15,97;1;;;;5518
444;Appartement;15,98;1;;;;7698
445;Appartement;15,99;1;;;;2657
533;Appartement;16,00;1;;;;809
7562;Appartement;16,00;3;;;;27987
450;Appartement;16,01;1;;;;1954
451;Appartement;16,02;1;;;;29055
452;Appartement;16,03;1;;;;17455
453;Appartement;16,04;1;;;;24727
454;Appartement;16,05;1;;;;309
3143;Appartement;16,05;2;;;;10889
455;Appartement;16,06;1;;;;6471
456;Appartement;16,07;1;;;;20670
457;Appartement;16,08;1;;;;1855
458;Appartement;16,09;1;;;;10020
459;Appartement;16,10;1;;;;262
460;Appartement;16,11;1;;;;23363
461;Appartement;16,13;1;;;;23468
462;Appartement;16,14;1;;;;24883
463;Appartement;16,15;1;;;;25035
464;Appartement;16,16;1;;;;8176
3144;Appartement;16,16;2;;;;20308
465;Appartement;16,17;1;;;;194
466;Appartement;16,18;1;;;;3052
3145;Appartement;16,18;2;;;;5897
467;Appartement;16,19;1;;;;2853
468;Appartement;16,20;1;;;;6368
7556;Appartement;16,20;3;;;;25838
469;Appartement;16,21;1;;;;12421
470;Appartement;16,22;1;;;;22733
7557;Appartement;16,22;3;;;;259
471;Appartement;16,23;1;;;;6680
472;Appartement;16,24;1;;;;10142
12646;Appartement;16,24;4;;;;1346
473;Appartement;16,26;1;;;;18782
474;Appartement;16,27;1;;;;2239
475;Appartement;16,28;1;;;;2685
476;Appartement;16,29;1;;;;18278
477;Appartement;16,30;1;;;;14033
478;Appartement;16,31;1;;;;17205
479;Appartement;16,32;1;;;;11108
480;Appartement;16,34;1;;;;27232
481;Appartement;16,35;1;;;;29301
3146;Appartement;16,36;2;;;;12969
482;Appartement;16,37;1;;;;1387
3147;Appartement;16,37;2;;;;773
483;Appartement;16,38;1;;;;10757
484;Appartement;16,40;1;;;;8905
485;Appartement;16,41;1;;;;11762
12647;Appartement;16,42;4;;;;1619
486;Appartement;16,43;1;;;;9642
487;Appartement;16,45;1;;;;10337
488;Appartement;16,46;1;;;;14275
489;Appartement;16,47;1;;;;17273
490;Appartement;16,49;1;;;;2951
7558;Maison;16,49;3;;;;9854
491;Appartement;16,50;1;;;;2715
7559;Appartement;16,50;3;;;;16591
492;Appartement;16,51;1;;;;27100
493;Appartement;16,52;1;;;;16002
7560;Appartement;16,52;3;;;;1917
494;Appartement;16,53;1;;;;600
495;Appartement;16,54;1;;;;1153
496;Appartement;16,55;1;;;;14550
497;Appartement;16,56;1;;;;13467
12648;Appartement;16,56;4;;;;11265
3148;Appartement;16,57;2;;;;194
498;Appartement;16,58;1;;;;22068
499;Appartement;16,59;1;;;;2239
500;Appartement;16,60;1;;;;14319
501;Appartement;16,61;1;;;;2062
502;Appartement;16,63;1;;;;4697
503;Appartement;16,64;1;;;;2468
504;Appartement;16,65;1;;;;25206
505;Appartement;16,66;1;;;;15619
3149;Appartement;16,66;2;;;;1917
506;Appartement;16,67;1;;;;7231
7561;Appartement;16,67;3;;;;7595
507;Appartement;16,68;1;;;;29112
508;Appartement;16,70;1;;;;29043
3150;Appartement;16,70;2;;;;18166
509;Appartement;16,72;1;;;;14866
16515;Appartement;16,72;5;;;;10754
510;Appartement;16,73;1;;;;15613
511;Appartement;16,74;1;;;;12320
512;Appartement;16,75;1;;;;2887
513;Appartement;16,76;1;;;;9364
514;Appartement;16,77;1;;;;24605
515;Appartement;16,78;1;;;;11022
516;Appartement;16,79;1;;;;8195
517;Appartement;16,80;1;;;;409
518;Appartement;16,81;1;;;;27087
519;Appartement;16,82;1;;;;15542
520;Appartement;16,84;1;;;;5997
521;Appartement;16,85;1;;;;6432
3151;Appartement;16,85;2;;;;14988
522;Appartement;16,86;1;;;;703
3152;Appartement;16,87;2;;;;1710
523;Appartement;16,88;1;;;;23430
524;Appartement;16,89;1;;;;3154
525;Appartement;16,90;1;;;;24238
526;Appartement;16,92;1;;;;1948
527;Appartement;16,93;1;;;;27353
528;Appartement;16,94;1;;;;22801
529;Appartement;16,95;1;;;;27821
3153;Appartement;16,96;2;;;;50
530;Appartement;16,97;1;;;;640
531;Appartement;16,98;1;;;;6940
532;Appartement;16,99;1;;;;2831
629;Appartement;17,00;1;;;;10111
537;Appartement;17,01;1;;;;16826
538;Appartement;17,02;1;;;;2891
539;Appartement;17,03;1;;;;20148
540;Appartement;17,04;1;;;;11063
3155;Maison;17,04;2;;;;7838
541;Appartement;17,05;1;;;;13552
542;Appartement;17,06;1;;;;12211
543;Appartement;17,07;1;;;;26307
3156;Appartement;17,07;2;;;;16317
544;Appartement;17,08;1;;;;14914
3157;Appartement;17,08;2;;;;17210
545;Appartement;17,09;1;;;;10298
546;Appartement;17,10;1;;;;17
7568;Appartement;17,10;3;;;;23986
16544;Appartement;17,10;5;;;;7854
547;Appartement;17,11;1;;;;23655
548;Maison;17,11;1;;;;10751
549;Appartement;17,12;1;;;;26609
550;Appartement;17,13;1;;;;28162
551;Appartement;17,14;1;;;;9597
552;Appartement;17,15;1;;;;11775
553;Appartement;17,17;1;;;;21671
554;Appartement;17,18;1;;;;25303
555;Appartement;17,19;1;;;;50
556;Appartement;17,20;1;;;;6724
557;Appartement;17,23;1;;;;17
558;Appartement;17,24;1;;;;3387
559;Appartement;17,25;1;;;;37
560;Appartement;17,26;1;;;;19191
