mutation_id;num_disposition;date_mutation;valeur_fonciere;local_id
1;2;13/01/2020;;17585
2;1;22/01/2020;;1014
3;1;23/01/2020;;4401
4;1;30/01/2020;;4959
5;1;12/02/2020;;567
6;1;26/02/2020;;4487
7;2;26/02/2020;;5669
8;1;24/04/2020;;13700
9;2;04/05/2020;;6155
10;1;30/05/2020;;5533
11;1;05/06/2020;;16859
12;1;09/06/2020;;1920
13;2;11/06/2020;;14313
14;1;12/06/2020;;17112
15;2;18/06/2020;;7052
16;2;20/06/2020;;3649
17;2;25/06/2020;;5018
18;1;30/06/2020;;4200
19;1;11/01/2020;10000;13025
20;1;03/03/2020;10000;4626
21;1;11/03/2020;10000;7617
22;1;03/04/2020;10000;680
23;1;17/04/2020;10000;9715
24;1;27/04/2020;10000;1158
25;1;23/05/2020;10000;1126
26;1;05/06/2020;10000;3006
27;1;06/01/2020;100000;4961
28;1;08/01/2020;100000;13518
29;1;09/01/2020;100000;6477
30;1;10/01/2020;100000;3951
31;1;14/01/2020;100000;731
32;1;17/01/2020;100000;5776
33;1;20/01/2020;100000;7953
34;1;21/01/2020;100000;1678
35;1;22/01/2020;100000;4228
36;1;23/01/2020;100000;3396
37;1;24/01/2020;100000;1066
38;1;27/01/2020;100000;1489
39;1;28/01/2020;100000;4369
40;1;29/01/2020;100000;10673
41;1;30/01/2020;100000;3880
42;1;31/01/2020;100000;504
43;1;04/02/2020;100000;1444
44;1;05/02/2020;100000;5757
45;1;07/02/2020;100000;14663
46;1;10/02/2020;100000;4914
47;1;11/02/2020;100000;1665
48;1;12/02/2020;100000;1457
49;1;13/02/2020;100000;10058
50;1;15/02/2020;100000;5235
51;1;21/02/2020;100000;57
52;1;24/02/2020;100000;4967
53;1;25/02/2020;100000;10042
54;1;26/02/2020;100000;9475
55;1;27/02/2020;100000;13516
56;1;28/02/2020;100000;5143
57;1;02/03/2020;100000;7674
58;1;03/03/2020;100000;4496
59;1;04/03/2020;100000;1719
60;1;05/03/2020;100000;1564
61;1;06/03/2020;100000;1286
62;1;11/03/2020;100000;5484
63;1;12/03/2020;100000;3271
64;1;13/03/2020;100000;1921
65;1;14/03/2020;100000;2541
66;1;16/03/2020;100000;9061
67;1;17/03/2020;100000;8258
68;1;20/03/2020;100000;4269
69;1;21/03/2020;100000;16973
70;1;24/03/2020;100000;12696
71;1;26/03/2020;100000;4458
72;1;27/03/2020;100000;14709
73;1;08/04/2020;100000;17005
74;1;09/04/2020;100000;15311
75;1;10/04/2020;100000;4751
76;1;20/04/2020;100000;5743
77;1;23/04/2020;100000;2445
78;1;24/04/2020;100000;9484
79;1;28/04/2020;100000;1895
80;1;29/04/2020;100000;738
81;1;30/04/2020;100000;1943
82;1;04/05/2020;100000;7140
83;1;05/05/2020;100000;1798
84;1;07/05/2020;100000;13418
85;1;12/05/2020;100000;10157
86;1;15/05/2020;100000;9884
87;1;19/05/2020;100000;9221
88;1;20/05/2020;100000;13368
89;1;22/05/2020;100000;6696
90;1;23/05/2020;100000;4546
91;1;25/05/2020;100000;10993
92;1;27/05/2020;100000;6473
93;1;28/05/2020;100000;11658
94;1;29/05/2020;100000;2279
95;1;30/05/2020;100000;14042
96;1;02/06/2020;100000;776
97;1;03/06/2020;100000;16767
98;1;04/06/2020;100000;4195
99;1;05/06/2020;100000;7257
100;1;08/06/2020;100000;17536
101;1;09/06/2020;100000;9751
102;1;10/06/2020;100000;903
103;1;13/06/2020;100000;13920
104;1;15/06/2020;100000;422
105;1;16/06/2020;100000;3501
106;1;18/06/2020;100000;6046
107;1;19/06/2020;100000;9521
108;1;20/06/2020;100000;11102
109;1;22/06/2020;100000;4525
110;1;24/06/2020;100000;16359
111;1;25/06/2020;100000;6839
112;1;26/06/2020;100000;4542
113;1;29/06/2020;100000;2329
114;1;30/06/2020;100000;4308
115;1;17/01/2020;1000000;15260
116;1;23/01/2020;1000000;17589
117;1;31/01/2020;1000000;5952
118;1;26/02/2020;1000000;7401
119;1;24/03/2020;1000000;17544
120;1;31/03/2020;1000000;12698
121;1;24/04/2020;1000000;12095
122;1;28/04/2020;1000000;12145
123;1;14/05/2020;1000000;9591
124;1;15/05/2020;1000000;7177
125;1;02/06/2020;1000000;5732
126;1;05/06/2020;1000000;17243
127;1;15/06/2020;1000000;14466
128;1;24/06/2020;1000000;7163
129;1;25/05/2020;100090;1882
130;1;21/01/2020;100100;13307
131;1;03/03/2020;100200;13036
132;1;21/01/2020;100225;4078
133;1;16/06/2020;1002500;17474
134;1;30/04/2020;100311;849
135;1;28/05/2020;1003200;3013
136;1;29/06/2020;1003650;16426
137;1;26/06/2020;1004000;16270
138;1;25/02/2020;1004130;16358
139;1;10/01/2020;100500;9383
140;1;28/01/2020;100500;602
141;1;31/01/2020;100500;15104
142;1;03/02/2020;100500;16906
143;1;21/02/2020;100500;10916
144;1;25/02/2020;100500;16882
145;1;02/03/2020;100500;5798
146;1;15/05/2020;100500;7812
147;1;27/05/2020;100500;13604
148;1;18/06/2020;100500;9122
149;1;20/06/2020;100500;10672
150;1;18/05/2020;1005000;15789
151;1;13/01/2020;1006000;12061
152;1;29/01/2020;1006000;17230
153;1;30/04/2020;100700;5949
154;1;03/06/2020;100700;5715
155;1;16/06/2020;100725;10631
156;1;31/01/2020;100732;1032
157;1;10/03/2020;100789;5919
158;1;06/03/2020;100800;573
159;1;11/03/2020;100800;12801
160;1;29/05/2020;100800;11784
161;1;11/03/2020;100850;9538
162;1;23/06/2020;100887;4916
163;1;21/02/2020;100900;1292
164;1;27/02/2020;100943;13086
165;1;10/01/2020;101000;2955
166;1;13/01/2020;101000;5375
167;1;14/01/2020;101000;10002
168;1;17/01/2020;101000;5373
169;1;22/01/2020;101000;1523
170;1;23/01/2020;101000;9081
171;1;24/01/2020;101000;4710
172;1;07/02/2020;101000;2201
173;1;10/02/2020;101000;14792
174;1;14/02/2020;101000;1747
175;1;21/02/2020;101000;237
176;1;27/02/2020;101000;10963
177;1;04/03/2020;101000;1462
178;1;09/03/2020;101000;9789
179;1;10/03/2020;101000;6391
180;1;26/03/2020;101000;922
181;1;08/04/2020;101000;7762
182;1;16/04/2020;101000;3317
183;1;30/04/2020;101000;14833
184;1;12/05/2020;101000;4746
185;1;18/05/2020;101000;17048
186;1;20/05/2020;101000;1944
187;1;22/05/2020;101000;10434
188;1;25/05/2020;101000;4987
189;1;28/05/2020;101000;5710
190;1;29/05/2020;101000;8879
191;1;02/06/2020;101000;5908
192;1;05/06/2020;101000;6543
193;1;11/06/2020;101000;8459
194;1;12/06/2020;101000;8203
195;1;15/06/2020;101000;10163
196;1;19/06/2020;101000;4722
197;1;23/06/2020;101000;5409
198;1;29/06/2020;101000;1846
199;1;02/03/2020;1010000;11537
200;1;06/03/2020;1010000;13806
201;1;27/01/2020;101050;9697
202;1;18/01/2020;101056;16151
203;1;05/06/2020;101080;2988
204;1;26/05/2020;101100;10181
205;1;17/01/2020;101105;955
206;1;19/05/2020;1011280;17497
207;1;24/01/2020;101150;471
208;1;09/01/2020;1011500;7206
209;1;18/02/2020;1011600;15564
210;1;31/01/2020;101210;1514
211;1;27/02/2020;101220;13297
212;1;20/05/2020;101240;1791
213;1;02/01/2020;101250;9196
214;1;09/01/2020;101250;1037
215;1;07/05/2020;1012500;12659
216;1;24/01/2020;101300;5987
217;1;05/05/2020;101300;13835
218;1;25/05/2020;1013650;14940
219;1;10/03/2020;101400;3715
220;1;02/03/2020;1014000;11103
221;1;02/03/2020;1014150;11529
222;1;27/05/2020;1014492,75;7603
223;1;05/06/2020;101450;1738
224;1;19/02/2020;1014800;15467
225;1;24/01/2020;101500;11243
226;1;16/04/2020;101500;10424
227;1;17/04/2020;101500;6022
228;1;20/05/2020;101500;7461
229;1;22/05/2020;101500;767
230;1;05/06/2020;101500;10107
231;1;10/06/2020;101500;6886
232;1;18/06/2020;101500;1254
233;1;18/02/2020;101505;8247
234;1;20/05/2020;101550;4999
235;1;22/01/2020;101600;8969
236;1;19/03/2020;101600;11620
237;1;28/04/2020;101600;15208
238;1;10/01/2020;1016000;11049
239;1;26/05/2020;101604,53;3969
240;1;18/06/2020;101650;1356
241;1;20/02/2020;1016550;15619
242;1;24/01/2020;101700;3037
243;1;20/02/2020;101700;7854
244;1;09/03/2020;101700;9752
245;1;13/03/2020;101700;12783
246;1;10/06/2020;101750;5129
247;1;30/04/2020;1017500;17937
248;1;29/05/2020;101770;14665
249;1;21/02/2020;101800;4439
250;1;13/06/2020;101800;7917
251;1;09/06/2020;1018500;15423
252;1;08/01/2020;101885;5540
253;1;14/02/2020;101890;13389
254;1;14/02/2020;1019000;11035
255;1;23/04/2020;101940;4754
256;1;03/01/2020;102000;2584
257;1;07/01/2020;102000;13272
258;1;10/01/2020;102000;4263
259;1;22/01/2020;102000;4900
260;1;27/01/2020;102000;13078
261;1;28/01/2020;102000;339
262;1;31/01/2020;102000;1322
263;1;05/02/2020;102000;16159
264;1;06/02/2020;102000;10315
265;1;07/02/2020;102000;10333
266;1;11/02/2020;102000;4238
267;1;14/02/2020;102000;687
268;1;17/02/2020;102000;4536
269;1;20/02/2020;102000;5492
270;1;26/02/2020;102000;13955
271;1;28/02/2020;102000;15065
272;1;17/03/2020;102000;9509
273;1;19/03/2020;102000;9738
274;1;23/03/2020;102000;1111
275;1;24/03/2020;102000;1464
276;1;03/04/2020;102000;9373
277;1;09/04/2020;102000;1180
278;1;14/04/2020;102000;5402
279;1;22/04/2020;102000;8493
280;1;28/04/2020;102000;140
281;1;06/05/2020;102000;5579
282;1;11/05/2020;102000;6234
283;1;13/05/2020;102000;1703
284;1;14/05/2020;102000;503
285;1;15/05/2020;102000;10884
286;1;16/05/2020;102000;14179
287;1;18/05/2020;102000;1124
288;1;19/05/2020;102000;3486
289;1;25/05/2020;102000;1228
290;1;28/05/2020;102000;8240
291;1;29/05/2020;102000;11181
292;1;02/06/2020;102000;3894
293;1;03/06/2020;102000;6195
294;1;05/06/2020;102000;17150
295;1;10/06/2020;102000;1519
296;1;12/06/2020;102000;13907
297;1;18/06/2020;102000;11948
298;1;22/06/2020;102000;1510
299;1;23/06/2020;102000;1015
300;1;25/06/2020;102000;5298
301;1;26/06/2020;102000;17104
302;1;07/04/2020;1020000;11772
303;1;30/04/2020;1020000;13946
304;1;04/06/2020;1020000;11413
305;1;09/06/2020;1020000;3370
306;1;30/06/2020;1020000;16380
307;1;25/06/2020;102006;897
308;1;09/06/2020;102010;3406
309;1;02/03/2020;102050;9911
310;1;24/01/2020;102060;826
311;1;04/06/2020;102080;586
312;1;30/01/2020;1021,05;1134
313;1;28/02/2020;102151;9004
314;1;30/01/2020;102200;2574
315;1;10/03/2020;102200;9036
316;1;05/02/2020;1022000;12529
317;1;28/02/2020;102221;6065
318;1;21/01/2020;102225;4084
319;1;02/03/2020;102230;6087
320;1;11/03/2020;102240;9062
321;1;14/02/2020;102276;830
322;1;23/01/2020;102300;5488
323;1;03/04/2020;102300;6137
324;1;19/06/2020;102300;9741
325;1;18/02/2020;102345;14278
326;1;27/01/2020;102382;9409
327;1;05/02/2020;102400;4611
328;1;17/03/2020;102400;5352
329;1;07/05/2020;102400;4750
330;1;04/02/2020;1024000;12573
331;1;26/06/2020;1024000;15338
332;1;15/05/2020;102420;3376
333;1;15/05/2020;1024450;15407
334;1;09/01/2020;102500;5214
335;1;10/01/2020;102500;5190
336;1;23/01/2020;102500;8699
337;1;24/01/2020;102500;1773
338;1;03/02/2020;102500;3867
339;1;06/02/2020;102500;1206
340;1;06/03/2020;102500;4644
341;1;16/03/2020;102500;944
342;1;20/03/2020;102500;10079
343;1;10/04/2020;102500;17550
344;1;07/05/2020;102500;3002
345;1;11/05/2020;102500;3422
346;1;12/05/2020;102500;2844
347;1;18/05/2020;102500;1244
348;1;19/05/2020;102500;7008
349;1;27/05/2020;102500;9822
350;1;03/06/2020;102500;8648
351;1;04/06/2020;102500;5770
352;1;12/06/2020;102500;813
353;1;15/06/2020;102500;5914
354;1;19/06/2020;102500;5968
355;1;22/06/2020;102500;5882
356;1;23/03/2020;1025000;13922
357;1;18/05/2020;1025000;11587
358;1;28/05/2020;1025000;12086
359;1;20/05/2020;102505;1843
360;1;11/05/2020;1025050;17726
361;1;25/03/2020;1025350;14108
362;1;19/05/2020;102564;4003
363;1;28/02/2020;102600;1039
364;1;26/05/2020;102600;7779
365;1;27/05/2020;102600;9273
366;1;10/06/2020;102600;5278
367;1;12/06/2020;102600;3498
368;1;19/06/2020;102600;9952
369;1;23/06/2020;102600;9967
370;1;25/06/2020;102630;9736
371;1;24/01/2020;102635;2365
372;1;22/05/2020;102650;8630
373;1;22/01/2020;102660;13873
374;1;17/04/2020;102670;5522
375;1;03/02/2020;102680;4246
376;1;05/06/2020;102700;1347
377;1;02/06/2020;1027500;17464
378;1;28/05/2020;102800;10020
379;1;10/06/2020;102800;1494
380;1;23/01/2020;102804;1089
381;1;22/05/2020;102804;5136
382;1;06/01/2020;102820;610
383;1;28/02/2020;102850;17919
384;1;10/06/2020;102900;9419
385;1;14/02/2020;102920;9753
386;1;30/06/2020;102972;4837
387;1;06/01/2020;103000;5405
388;1;09/01/2020;103000;4087
389;1;10/01/2020;103000;16783
390;1;16/01/2020;103000;202
391;1;17/01/2020;103000;10348
392;1;21/01/2020;103000;3684
393;1;22/01/2020;103000;4946
394;1;24/01/2020;103000;4201
395;1;27/01/2020;103000;5893
396;1;29/01/2020;103000;4655
397;1;31/01/2020;103000;3937
398;1;04/02/2020;103000;4665
399;1;06/02/2020;103000;4273
400;1;11/02/2020;103000;234
401;1;13/02/2020;103000;1646
402;1;14/02/2020;103000;5131
403;1;17/02/2020;103000;10953
404;1;18/02/2020;103000;3992
405;1;20/02/2020;103000;5828
406;1;21/02/2020;103000;1518
407;1;25/02/2020;103000;4677
408;1;26/02/2020;103000;8517
409;1;05/03/2020;103000;2827
410;1;11/03/2020;103000;4308
411;1;18/03/2020;103000;2332
412;1;30/03/2020;103000;10098
413;1;06/04/2020;103000;10059
414;1;17/04/2020;103000;2062
415;1;21/04/2020;103000;1735
416;1;24/04/2020;103000;1873
417;1;06/05/2020;103000;10053
418;1;07/05/2020;103000;10352
419;1;14/05/2020;103000;1482
420;1;15/05/2020;103000;3555
421;1;18/05/2020;103000;556
422;1;19/05/2020;103000;5403
423;1;20/05/2020;103000;2077
424;1;22/05/2020;103000;6193
425;1;26/05/2020;103000;12908
426;1;02/06/2020;103000;14414
427;1;03/06/2020;103000;1977
428;1;04/06/2020;103000;1666
429;1;08/06/2020;103000;1869
430;1;10/06/2020;103000;3694
431;1;11/06/2020;103000;5200
432;1;15/06/2020;103000;4586
433;1;17/06/2020;103000;853
434;1;23/06/2020;103000;8024
435;1;24/06/2020;103000;13706
436;1;26/06/2020;103000;1545
437;1;29/06/2020;103000;12784
438;1;30/06/2020;103000;4851
439;1;14/05/2020;1030400;14264
440;1;07/02/2020;103090;4496
441;1;20/04/2020;103090;11719
442;1;09/06/2020;103175;5676
443;1;26/05/2020;103180;2434
444;1;16/04/2020;103200;5071
445;1;19/05/2020;1032000;17079
446;1;25/06/2020;103239;717
447;1;23/01/2020;103250;5063
448;1;06/02/2020;103250;2019
449;1;23/01/2020;1032600;15996
450;1;14/02/2020;103300;5239
451;1;26/05/2020;103300;5991
452;1;02/06/2020;1033240;10236
453;1;18/05/2020;103326;10086
454;1;31/03/2020;103333,33;6925
455;1;16/01/2020;103400;1908
456;1;30/01/2020;103400;8774
457;1;18/02/2020;1034285;6410
458;1;15/01/2020;103500;5366
459;1;31/01/2020;103500;1346
460;1;07/02/2020;103500;4481
461;1;18/02/2020;103500;4939
462;1;15/05/2020;103500;998
463;1;18/05/2020;103500;6820
464;1;28/05/2020;103500;5108
465;1;10/06/2020;103500;4899
466;1;12/06/2020;103500;3051
467;1;18/06/2020;103500;9910
468;1;19/06/2020;103500;11018
469;1;06/03/2020;1035000;7118
470;1;07/02/2020;1035200;12464
471;1;03/06/2020;103600;13435
472;1;29/05/2020;1036000;12204
473;1;28/04/2020;103607,51;11498
474;1;26/06/2020;1036820;16268
475;1;19/02/2020;103695;4585
476;1;13/02/2020;103700;4389
477;1;14/01/2020;103708,4;11134
478;1;26/02/2020;1037100;12336
479;1;24/01/2020;103711,06;5828
480;1;28/01/2020;1037200;12288
481;1;31/01/2020;103750;11044
482;1;13/05/2020;1037540;17514
483;1;11/06/2020;103770;14569
484;1;03/06/2020;103830;10195
485;1;22/01/2020;103900;14626
486;1;19/06/2020;103900;543
487;1;30/04/2020;1039000;14015
488;1;20/02/2020;103950;4817
489;1;06/01/2020;104000;11233
490;1;09/01/2020;104000;5119
491;1;16/01/2020;104000;5620
492;1;23/01/2020;104000;9244
493;1;24/01/2020;104000;6104
494;1;28/01/2020;104000;9343
495;1;30/01/2020;104000;1748
496;1;04/02/2020;104000;1993
497;1;10/02/2020;104000;905
498;1;13/02/2020;104000;6854
499;1;14/02/2020;104000;3135
500;1;17/02/2020;104000;3506
501;1;19/02/2020;104000;1116
502;1;20/02/2020;104000;5431
503;1;26/02/2020;104000;8109
504;1;27/02/2020;104000;10544
505;1;04/03/2020;104000;4383
506;1;07/03/2020;104000;4567
507;1;02/04/2020;104000;1261
508;1;17/04/2020;104000;9775
509;1;28/04/2020;104000;6078
510;1;29/04/2020;104000;9682
511;1;15/05/2020;104000;1146
512;1;18/05/2020;104000;4909
513;1;19/05/2020;104000;5771
514;1;21/05/2020;104000;6405
515;1;26/05/2020;104000;18017
516;1;28/05/2020;104000;10466
517;1;29/05/2020;104000;5737
518;1;04/06/2020;104000;9668
519;1;08/06/2020;104000;1786
520;1;15/06/2020;104000;10716
521;1;17/06/2020;104000;1071
522;1;23/06/2020;104000;9552
523;1;26/06/2020;104000;3680
524;1;30/06/2020;104000;4690
525;1;13/03/2020;1040000;15568
526;1;26/03/2020;1040000;16831
527;1;19/05/2020;1040000;11262
528;1;24/06/2020;1040000;14478
529;1;18/03/2020;104101;4404
530;1;16/06/2020;104118;4727
531;1;20/05/2020;104120;1393
532;1;09/03/2020;104146,67;12855
533;1;25/05/2020;1041490;16816
534;1;08/01/2020;1042127;12031
535;1;30/04/2020;104240;15204
536;1;08/06/2020;104240;6471
537;1;09/01/2020;1042470;11739
538;1;20/02/2020;104274;1726
539;1;24/06/2020;104275;5212
540;1;12/03/2020;104300;5885
541;1;22/05/2020;1043540;11599
542;1;07/02/2020;104370;10364
543;1;29/06/2020;104400;748
544;1;14/01/2020;104500;7810
545;1;20/01/2020;104500;1680
546;1;27/01/2020;104500;8965
547;1;28/01/2020;104500;4130
548;1;04/02/2020;104500;1976
549;1;12/02/2020;104500;4719
550;1;24/02/2020;104500;13914
551;1;03/03/2020;104500;1169
552;1;09/03/2020;104500;6122
553;1;11/03/2020;104500;6008
554;1;26/03/2020;104500;5913
555;1;07/05/2020;104500;9505
556;1;15/05/2020;104500;13395
557;1;20/05/2020;104500;6071
558;1;22/05/2020;104500;10298
559;1;28/05/2020;104500;4637
560;1;05/06/2020;104500;6172
561;1;25/06/2020;104500;811
562;1;29/06/2020;104500;781
563;1;26/03/2020;1045000;11456
564;1;02/03/2020;104510;1078
565;1;10/04/2020;104550;7663
566;1;09/06/2020;1046000;7222
567;1;19/02/2020;104670;13231
568;1;22/06/2020;104700;4137
569;1;03/01/2020;104792,58;5184
570;1;14/05/2020;104797;2592
571;1;15/05/2020;104800;8973
572;1;30/03/2020;1048000;12314
573;1;24/01/2020;104820;5087
574;1;06/03/2020;104850;8577
575;1;03/06/2020;104870;3921
576;1;08/02/2020;104900;5879
577;1;25/02/2020;1049200;3020
578;1;08/06/2020;104930;13634
579;1;13/03/2020;104950;878
580;1;14/05/2020;104990;9762
581;1;08/01/2020;105000;12282
582;1;10/01/2020;105000;13792
583;1;14/01/2020;105000;15827
584;1;17/01/2020;105000;10463
585;1;20/01/2020;105000;436
586;1;22/01/2020;105000;11164
587;1;24/01/2020;105000;13571
588;1;29/01/2020;105000;6104
589;1;30/01/2020;105000;1670
590;1;31/01/2020;105000;2268
591;1;01/02/2020;105000;12968
592;1;03/02/2020;105000;1742
593;1;04/02/2020;105000;3712
594;1;05/02/2020;105000;9601
595;1;06/02/2020;105000;776
596;1;07/02/2020;105000;11121
597;1;10/02/2020;105000;8753
598;1;11/02/2020;105000;1538
599;1;14/02/2020;105000;1623
600;1;18/02/2020;105000;12059
601;1;20/02/2020;105000;10416
602;1;26/02/2020;105000;1765
603;1;29/02/2020;105000;5963
604;1;05/03/2020;105000;4775
605;1;10/03/2020;105000;13743
606;1;11/03/2020;105000;880
607;1;13/03/2020;105000;1309
608;1;30/03/2020;105000;6036
609;1;01/04/2020;105000;769
610;1;03/04/2020;105000;12181
611;1;10/04/2020;105000;3622
612;1;14/04/2020;105000;609
613;1;17/04/2020;105000;6396
614;1;21/04/2020;105000;319
615;1;24/04/2020;105000;4106
616;2;28/04/2020;105000;1031
617;1;29/04/2020;105000;5678
618;1;30/04/2020;105000;8233
619;1;04/05/2020;105000;15510
620;1;14/05/2020;105000;3386
621;1;15/05/2020;105000;8395
622;1;18/05/2020;105000;4761
623;1;19/05/2020;105000;9558
624;1;20/05/2020;105000;8972
625;1;22/05/2020;105000;13223
626;1;25/05/2020;105000;7828
627;1;26/05/2020;105000;15163
628;1;27/05/2020;105000;8940
629;1;28/05/2020;105000;47
630;1;29/05/2020;105000;16737
631;1;02/06/2020;105000;13979
632;1;03/06/2020;105000;14236
633;1;04/06/2020;105000;8260
634;1;05/06/2020;105000;8103
635;1;06/06/2020;105000;10807
636;1;08/06/2020;105000;1122
637;1;09/06/2020;105000;632
638;1;10/06/2020;105000;5227
639;1;12/06/2020;105000;3944
640;1;13/06/2020;105000;10085
641;1;15/06/2020;105000;13244
642;1;16/06/2020;105000;4155
643;1;18/06/2020;105000;10578
644;1;19/06/2020;105000;3394
645;1;22/06/2020;105000;2853
646;1;23/06/2020;105000;6055
647;1;24/06/2020;105000;1472
648;1;25/06/2020;105000;7680
649;1;26/06/2020;105000;9771
650;1;27/06/2020;105000;14543
651;1;29/06/2020;105000;91
652;1;30/06/2020;105000;2239
653;1;13/02/2020;1050000;9299
654;1;12/03/2020;1050000;3021
655;1;30/04/2020;1050000;10107
656;1;02/06/2020;1050000;15528
657;1;05/06/2020;1050000;11841
658;1;06/01/2020;105003;10671
659;1;02/06/2020;105010;4526
660;1;15/06/2020;105010;6823
661;1;16/01/2020;105050;8722
662;1;06/02/2020;105050;2276
663;1;13/01/2020;105060;4461
664;1;21/02/2020;105069;9794
665;1;28/04/2020;105072;4759
666;1;19/02/2020;105100;9006
667;1;28/01/2020;105200;11350
668;1;13/02/2020;105220;10958
669;1;13/05/2020;105280;1025
670;1;14/02/2020;105284;888
671;1;19/05/2020;105350;5228
672;1;15/05/2020;105357;8537
673;1;31/01/2020;105375;4244
674;1;31/01/2020;105400;7113
675;1;20/01/2020;105450;10708
676;1;23/01/2020;105450;9964
677;1;12/02/2020;105450;13118
678;1;25/06/2020;105450;4680
679;1;22/01/2020;105455;3299
680;1;14/02/2020;105500;4575
681;1;17/02/2020;105500;12133
682;1;20/02/2020;105500;6152
683;1;28/02/2020;105500;10155
684;1;02/03/2020;105500;15391
685;1;17/04/2020;105500;4997
686;1;12/05/2020;105500;5373
687;1;15/05/2020;105500;2858
688;1;20/05/2020;105500;1319
689;1;26/05/2020;105500;5566
690;1;12/06/2020;105500;13589
691;1;25/05/2020;1055000;14258
692;1;27/05/2020;1055100;16581
693;1;05/02/2020;105540;1248
694;1;08/06/2020;1055405;11910
695;1;13/05/2020;105550;13915
696;1;24/04/2020;1055900;15803
697;1;25/03/2020;105600;7323
698;1;13/05/2020;105600;9075
699;1;17/04/2020;1056000;16966
700;1;19/02/2020;105650;9134
701;1;25/03/2020;1056850;15171
702;1;17/01/2020;105700;14290
703;1;31/01/2020;105700;15046
704;1;25/03/2020;105700;14646
705;1;22/06/2020;1057000;11403
706;1;24/01/2020;105800;787
707;1;30/03/2020;105800;5657
708;1;25/06/2020;105800;3532
709;1;03/01/2020;105840;9872
710;1;17/06/2020;105900;842
711;1;24/06/2020;105900;8376
712;1;29/01/2020;105916;829
713;1;12/03/2020;105925;3665
714;1;24/01/2020;105950;4515
715;1;13/01/2020;105970;3395
716;1;03/03/2020;105975;5156
717;1;12/02/2020;105980;5250
718;1;07/04/2020;105981;1874
719;1;30/04/2020;105990;13244
720;1;06/01/2020;106000;837
721;1;09/01/2020;106000;2147
722;1;14/01/2020;106000;4820
723;1;16/01/2020;106000;14758
724;1;17/01/2020;106000;1964
725;1;28/01/2020;106000;10302
726;1;29/01/2020;106000;13803
727;1;31/01/2020;106000;4038
728;1;03/02/2020;106000;1923
729;1;06/02/2020;106000;9740
730;1;07/02/2020;106000;1197
731;1;11/02/2020;106000;4091
732;1;12/02/2020;106000;14312
733;1;13/02/2020;106000;3460
734;1;14/02/2020;106000;5561
735;1;24/02/2020;106000;1026
736;1;25/02/2020;106000;4542
737;1;27/02/2020;106000;5873
738;1;04/03/2020;106000;6312
739;1;10/03/2020;106000;4862
740;1;11/03/2020;106000;2472
741;1;26/03/2020;106000;14108
742;1;14/04/2020;106000;8593
743;1;15/04/2020;106000;4700
744;1;28/04/2020;106000;1295
745;1;29/04/2020;106000;13685
746;1;05/05/2020;106000;4028
747;1;11/05/2020;106000;1310
748;1;15/05/2020;106000;1072
749;1;19/05/2020;106000;2378
750;1;20/05/2020;106000;4671
751;1;26/05/2020;106000;10194
752;1;27/05/2020;106000;8912
753;1;28/05/2020;106000;9083
754;1;29/05/2020;106000;5167
755;1;01/06/2020;106000;13809
756;1;03/06/2020;106000;8944
757;1;04/06/2020;106000;5443
758;1;05/06/2020;106000;16732
759;1;09/06/2020;106000;9820
760;1;11/06/2020;106000;5018
761;1;12/06/2020;106000;1626
762;1;15/06/2020;106000;4958
763;1;16/06/2020;106000;1703
764;1;17/06/2020;106000;9276
765;1;18/06/2020;106000;4125
766;1;19/06/2020;106000;17167
767;1;24/06/2020;106000;877
768;1;26/06/2020;106000;5854
769;1;29/06/2020;106000;4710
770;1;29/05/2020;1060000;7158
771;1;30/04/2020;106050;14795
772;1;03/06/2020;106096;2191
773;1;20/01/2020;106100;11069
774;1;13/03/2020;106114;379
775;1;14/02/2020;106200;4338
776;1;22/01/2020;106220;919
777;1;17/02/2020;106236;865
778;1;16/03/2020;106250;9735
779;1;28/01/2020;106260;5954
780;1;08/04/2020;106270;843
781;1;19/06/2020;106290;4436
782;1;28/01/2020;106300;4209
783;1;29/02/2020;106300;9949
784;1;07/03/2020;106300;3858
785;1;15/05/2020;106300;13113
786;1;11/06/2020;1063000;14524
787;1;10/01/2020;106400;14025
788;1;06/03/2020;106400;9414
789;1;20/03/2020;106400;3761
790;1;27/05/2020;106400;4575
791;1;18/06/2020;106400;293
792;1;14/01/2020;106425;5228
793;1;07/05/2020;106435;1000
794;1;29/05/2020;106470;14284
795;1;08/01/2020;106500;15565
796;1;14/01/2020;106500;15202
797;1;20/01/2020;106500;1016
798;1;31/01/2020;106500;4572
799;1;03/02/2020;106500;16754
800;1;11/02/2020;106500;6400
801;1;26/02/2020;106500;5380
802;1;22/04/2020;106500;15228
803;1;19/05/2020;106500;14108
804;1;02/03/2020;106512;5134
805;1;16/03/2020;106542;10568
806;1;17/03/2020;106560;10613
807;1;06/01/2020;106574,1;1437
808;1;15/01/2020;106600;3596
809;1;16/01/2020;106600;10196
810;1;20/01/2020;106600;11309
811;1;12/02/2020;1066000;11499
812;1;31/03/2020;106650;9713
813;1;27/05/2020;106660;5683
814;1;18/01/2020;106690;5674
815;1;07/03/2020;106700;6111
816;1;30/04/2020;106700;8955
817;1;24/06/2020;106700;10854
818;1;09/03/2020;1067260;12386
819;1;25/06/2020;106754;9599
820;1;12/06/2020;106764;1479
