",""2020"",""2020"",""2020"",""2020"",""2020"",""2020"",""2019"",""2019"",""2019"",""2019"",""2019"",""2019"",""2018"",""2018"",""2018"",""2018"",""2018"",""2018"",""2017"",""2017"",""2017"",""2017"",""2017"",""2017"",""2016"",""2016"",""2016"",""2016"",""2016"",""2016"",""2015"",""2015"",""2015"",""2015"",""2015"",""2015"",""2014"",""2014"",""2014"",""2014"",""2014"",""2014"",""2013"",""2013"",""2013"",""2013"",""2013"",""2013"",""2012"",""2012"",""2012"",""2012"",""2012"",""2012"",""2011"",""2011"",""2011"",""2011"",""2011"",""2011"",""2010"",""2010"",""2010"",""2010"",""2010"",""2010"",""2009"",""2009"",""2009"",""2009"",""2009"",""2009"",""2008"",""2008"",""2008"",""2008"",""2008"",""2008"",""2007"",""2007"",""2007"",""2007"",""2007"",""2007"",""2006"",""2006"",""2006"",""2006"",""2006"",""2006"",""2005"",""2005"",""2005"",""2005"",""2005"",""2005"",""2004"",""2004"",""2004"",""2004"",""2004"",""2004"",""2003"",""2003"",""2003"",""2003"",""2003"",""2003"",""2002"",""2002"",""2002"",""2002"",""2002"",""2002"",""2001"",""2001"",""2001"",""2001"",""2001"",""2001"",""2000"",""2000"",""2000"",""2000"",""2000"",""2000"""
"Benin,""65"",""73"",""58"","""","""","""",""65"",""73"",""58"","""","""","""",""65"",""74"",""58"","""","""","""",""65"",""74"",""57"","""","""","""",""65"",""74"",""57"","""","""","""",""65"",""74"",""57"","""","""","""",""65"",""75"",""57"","""","""","""",""65"",""75"",""56"","""","""","""",""64"",""75"",""56"","""","""","""",""64"",""75"",""56"","""","""","""",""64"",""75"",""55"","""","""","""",""64"",""76"",""55"","""","""","""",""64"",""76"",""55"","""","""","""",""64"",""76"",""55"","""","""","""",""63"",""76"",""54"","""","""","""",""63"",""76"",""54"","""","""","""",""63"",""77"",""54"","""","""","""",""63"",""77"",""54"","""","""","""",""63"",""77"",""53"","""","""","""",""62"",""77"",""53"","""","""","""",""62"",""77"",""53"","""","""","""""
"Anguilla,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""97"",""97"","""","""","""","""",""97"",""97"","""","""","""","""",""97"",""97"","""","""","""","""",""97"",""97"","""","""","""","""",""97"",""97"","""","""","""","""",""97"",""97"","""","""","""","""",""97"",""97"","""","""","""","""",""97"",""97"","""","""","""","""",""97"",""97"","""","""","""","""",""97"",""97"","""","""","""","""",""97"",""97"","""","""","""","""",""97"",""97"","""","""","""","""",""97"",""97"","""","""","""","""",""97"",""97"","""","""","""","""",""96"",""96"","""","""","""","""",""96"",""96"","""","""","""","""",""96"",""96"","""","""","""","""",""96"",""96"","""","""","""","""""
"Bhutan,""97"",""98"",""97"",""37"",""49"",""28"",""97"",""98"",""97"",""36"",""49"",""28"",""97"",""98"",""97"",""36"",""49"",""28"",""97"",""98"",""97"",""36"",""49"",""28"",""97"",""98"",""96"",""36"",""49"",""27"",""96"",""98"",""95"",""36"",""49"",""27"",""95"",""98"",""94"",""35"",""49"",""27"",""95"",""98"",""93"",""35"",""49"",""26"",""94"",""98"",""92"",""34"",""49"",""26"",""93"",""97"",""91"",""34"",""49"",""26"",""92"",""97"",""90"",""34"",""49"",""25"",""92"",""97"",""89"",""33"",""49"",""25"",""91"",""97"",""88"",""33"",""49"",""25"",""90"",""97"",""87"",""32"",""49"",""24"",""89"",""97"",""86"",""32"",""49"",""24"",""88"",""96"",""85"",""31"",""49"",""24"",""87"",""96"",""84"",""31"",""49"",""23"",""86"",""96"",""82"",""30"",""49"",""23"",""85"",""96"",""81"",""30"",""49"",""23"",""84"",""96"",""80"",""29"",""49"",""22"",""83"",""96"",""79"",""29"",""49"",""22"""
"Bolivia (Plurinational State of),""93"",""99"",""80"","""","""","""",""93"",""99"",""79"","""","""","""",""92"",""99"",""78"","""","""","""",""92"",""99"",""76"","""","""","""",""91"",""98"",""75"","""","""","""",""90"",""98"",""74"","""","""","""",""90"",""98"",""72"","""","""","""",""89"",""98"",""71"","""","""","""",""89"",""98"",""70"","""","""","""",""88"",""97"",""69"","""","""","""",""87"",""97"",""67"","""","""","""",""87"",""97"",""66"","""","""","""",""86"",""97"",""65"","""","""","""",""85"",""97"",""64"","""","""","""",""84"",""97"",""63"","""","""","""",""84"",""96"",""61"","""","""","""",""83"",""96"",""60"","""","""","""",""82"",""96"",""59"","""","""","""",""82"",""96"",""58"","""","""","""",""81"",""96"",""56"","""","""","""",""80"",""95"",""55"","""","""","""""
"Bosnia and Herzegovina,""96"",""95"",""97"",""89"","""","""",""96"",""95"",""97"",""89"","""","""",""96"",""95"",""97"",""89"","""","""",""96"",""95"",""97"",""89"","""","""",""96"",""95"",""97"",""89"","""","""",""96"",""95"",""97"",""89"","""","""",""96"",""95"",""97"",""89"","""","""",""96"",""95"",""97"",""89"","""","""",""96"",""95"",""97"",""89"","""","""",""97"",""96"",""97"",""89"","""","""",""97"",""96"",""97"",""89"","""","""",""97"",""96"",""97"",""88"","""","""",""97"",""96"",""97"",""88"","""","""",""97"",""97"",""97"",""88"","""","""",""97"",""97"",""97"",""88"","""","""",""97"",""97"",""97"",""88"","""","""",""97"",""98"",""97"",""88"","""","""",""97"",""98"",""97"",""88"","""","""",""97"",""98"",""96"",""88"","""","""",""97"",""98"",""96"",""87"","""","""",""97"",""99"",""96"",""87"","""","""""
"Botswana,""92"",""98"",""79"","""",""83"","""",""92"",""98"",""79"","""",""83"","""",""91"",""97"",""77"","""",""83"","""",""90"",""97"",""76"","""",""83"","""",""89"",""97"",""74"","""",""83"","""",""88"",""97"",""72"","""",""83"","""",""87"",""96"",""70"","""",""83"","""",""86"",""96"",""68"","""",""84"","""",""85"",""96"",""66"","""",""84"","""",""84"",""95"",""65"","""",""84"","""",""83"",""95"",""63"","""",""84"","""",""82"",""95"",""61"","""",""84"","""",""80"",""95"",""59"","""",""84"","""",""79"",""94"",""58"","""",""84"","""",""77"",""94"",""56"","""",""84"","""",""76"",""94"",""54"","""",""84"","""",""76"",""94"",""54"","""",""84"","""",""76"",""94"",""54"","""",""84"","""",""76"",""94"",""54"","""",""84"","""",""76"",""94"",""54"","""",""84"","""",""75"",""94"",""54"","""",""84"","""""
"Brazil,""99"",""100"",""96"",""86"",""88"",""72"",""99"",""100"",""93"",""85"",""87"",""70"",""99"",""100"",""92"",""84"",""87"",""68"",""98"",""100"",""91"",""84"",""86"",""66"",""98"",""99"",""89"",""83"",""86"",""64"",""98"",""99"",""89"",""82"",""85"",""63"",""98"",""99"",""88"",""81"",""85"",""61"",""97"",""99"",""87"",""80"",""84"",""59"",""97"",""99"",""86"",""80"",""84"",""58"",""97"",""99"",""85"",""79"",""83"",""57"",""97"",""99"",""84"",""79"",""83"",""56"",""96"",""99"",""83"",""79"",""83"",""56"",""96"",""99"",""82"",""79"",""83"",""55"",""96"",""99"",""81"",""78"",""83"",""54"",""95"",""99"",""79"",""78"",""83"",""54"",""95"",""99"",""78"",""78"",""83"",""53"",""95"",""98"",""77"",""78"",""83"",""52"",""94"",""98"",""76"",""77"",""83"",""52"",""94"",""98"",""75"",""77"",""83"",""51"",""94"",""98"",""74"",""77"",""83"",""49"",""93"",""98"",""73"",""76"",""83"",""47"""
"Brunei Darussalam,""100"",""100"","""","""","""","""",""100"",""100"","""","""","""","""",""100"",""100"","""","""","""","""",""100"",""100"","""","""","""","""",""100"",""100"","""","""","""","""",""100"",""100"",""99"","""","""","""",""100"",""100"",""99"","""","""","""",""100"",""100"",""99"","""","""","""",""100"",""100"",""99"","""","""","""",""100"",""100"",""99"","""","""","""",""99"",""100"",""99"","""","""","""",""99"",""100"",""99"","""","""","""",""99"",""100"",""99"","""","""","""",""99"",""100"",""99"","""","""","""",""100"",""100"","""","""","""","""",""100"",""100"","""","""","""","""",""100"",""100"","""","""","""","""",""100"",""100"","""","""","""","""",""100"",""100"","""","""","""","""",""100"",""100"","""","""","""","""",""100"",""100"","""","""","""","""""
"Bulgaria,""99"",""100"",""97"",""98"","""","""",""99"",""100"",""98"",""98"","""","""",""99"",""100"",""98"",""97"","""","""",""99"",""100"",""98"",""97"","""","""",""99"",""100"",""98"",""97"","""","""",""99"",""100"",""98"",""97"","""","""",""99"",""100"",""98"",""97"","""","""",""99"",""100"",""98"",""96"","""","""",""99"",""100"",""98"",""96"","""","""",""99"",""100"",""99"",""95"","""","""",""99"",""100"",""99"",""95"","""","""",""99"",""100"",""99"",""94"","""","""",""99"",""100"",""99"",""94"","""","""",""100"",""100"",""99"",""93"","""","""",""100"",""100"",""99"",""93"","""","""",""100"",""100"",""99"",""92"","""","""",""100"",""100"",""99"",""92"","""","""",""100"",""100"",""99"",""91"","""","""",""100"",""100"",""100"",""91"","""","""",""100"",""100"",""100"",""90"","""","""",""100"",""100"",""100"",""90"","""","""""
"Burkina Faso,""47"",""80"",""33"","""","""","""",""48"",""80"",""34"","""","""","""",""48"",""80"",""35"","""","""","""",""49"",""80"",""36"","""","""","""",""50"",""80"",""38"","""","""","""",""50"",""80"",""39"","""","""","""",""51"",""80"",""40"","""","""","""",""51"",""80"",""41"","""","""","""",""52"",""80"",""42"","""","""","""",""53"",""80"",""43"","""","""","""",""53"",""80"",""45"","""","""","""",""54"",""80"",""46"","""","""","""",""54"",""79"",""47"","""","""","""",""55"",""79"",""48"","""","""","""",""56"",""79"",""49"","""","""","""",""56"",""79"",""50"","""","""","""",""57"",""79"",""51"","""","""","""",""57"",""79"",""52"","""","""","""",""58"",""79"",""53"","""","""","""",""58"",""79"",""54"","""","""","""",""58"",""79"",""54"","""","""","""""
"Burundi,""62"",""91"",""58"","""","""","""",""62"",""91"",""58"","""","""","""",""61"",""90"",""57"","""","""","""",""61"",""90"",""57"","""","""","""",""60"",""89"",""56"","""","""","""",""60"",""89"",""56"","""","""","""",""59"",""88"",""55"","""","""","""",""58"",""88"",""55"","""","""","""",""58"",""88"",""54"","""","""","""",""57"",""87"",""53"","""","""","""",""57"",""87"",""53"","""","""","""",""56"",""86"",""52"","""","""","""",""55"",""86"",""52"","""","""","""",""55"",""85"",""51"","""","""","""",""54"",""85"",""51"","""","""","""",""54"",""84"",""50"","""","""","""",""53"",""84"",""50"","""","""","""",""52"",""83"",""49"","""","""","""",""52"",""83"",""49"","""","""","""",""51"",""83"",""48"","""","""","""",""51"",""82"",""48"","""","""","""""
"Cabo Verde,""89"",""93"",""80"","""","""","""",""88"",""93"",""79"","""","""","""",""88"",""93"",""77"","""","""","""",""87"",""93"",""76"","""","""","""",""86"",""93"",""74"","""","""","""",""85"",""92"",""73"","""","""","""",""85"",""92"",""72"","""","""","""",""84"",""92"",""72"","""","""","""",""84"",""91"",""72"","""","""","""",""83"",""91"",""72"","""","""","""",""83"",""90"",""71"","""","""","""",""83"",""90"",""71"","""","""","""",""82"",""89"",""71"","""","""","""",""82"",""89"",""71"","""","""","""",""81"",""88"",""71"","""","""","""",""81"",""88"",""71"","""","""","""",""80"",""87"",""71"","""","""","""",""80"",""87"",""71"","""","""","""",""79"",""87"",""70"","""","""","""",""79"",""87"",""70"","""","""","""",""79"",""87"",""70"","""","""","""""
"Cambodia,""71"",""90"",""65"",""28"",""57"",""18"",""71"",""90"",""65"",""27"",""57"",""18"",""70"",""90"",""64"",""27"",""56"",""18"",""70"",""89"",""64"",""26"",""55"",""17"",""69"",""89"",""63"",""25"",""55"",""17"",""68"",""89"",""63"",""25"",""54"",""16"",""68"",""88"",""62"",""24"",""54"",""16"",""67"",""88"",""61"",""24"",""53"",""16"",""66"",""87"",""61"",""23"",""52"",""15"",""66"",""87"",""60"",""23"",""52"",""15"",""65"",""86"",""59"",""22"",""51"",""15"",""64"",""85"",""59"",""21"",""50"",""14"",""63"",""85"",""58"",""21"",""50"",""14"",""62"",""84"",""57"",""20"",""49"",""13"",""61"",""84"",""56"",""20"",""49"",""13"",""60"",""83"",""55"",""19"",""48"",""13"",""59"",""82"",""54"",""19"",""47"",""12"",""57"",""81"",""52"",""18"",""47"",""12"",""56"",""80"",""50"",""18"",""46"",""11"",""54"",""79"",""49"",""17"",""45"",""11"",""53"",""78"",""47"",""17"",""45"",""11"""
"Cameroon,""66"",""82"",""44"","""","""","""",""65"",""82"",""43"","""","""","""",""65"",""82"",""43"","""","""","""",""65"",""82"",""43"","""","""","""",""64"",""82"",""42"","""","""","""",""64"",""82"",""42"","""","""","""",""64"",""82"",""42"","""","""","""",""63"",""82"",""41"","""","""","""",""63"",""82"",""41"","""","""","""",""62"",""82"",""41"","""","""","""",""62"",""82"",""40"","""","""","""",""62"",""82"",""40"","""","""","""",""61"",""82"",""40"","""","""","""",""61"",""82"",""39"","""","""","""",""60"",""82"",""39"","""","""","""",""60"",""82"",""39"","""","""","""",""59"",""82"",""38"","""","""","""",""59"",""82"",""38"","""","""","""",""59"",""82"",""38"","""","""","""",""58"",""82"",""37"","""","""","""",""58"",""83"",""37"","""","""","""""
"Canada,""99"",""99"",""99"",""99"","""","""",""99"",""99"",""99"",""99"","""","""",""99"",""99"",""99"",""99"","""","""",""99"",""99"",""99"",""99"","""","""",""99"",""99"",""99"",""99"","""","""",""99"",""99"",""99"",""99"","""","""",""99"",""99"",""99"",""99"","""","""",""99"",""99"",""99"",""99"","""","""",""99"",""99"",""99"",""99"","""","""",""99"",""99"",""99"",""99"","""","""",""99"",""99"",""99"",""99"","""","""",""99"",""99"",""98"",""98"","""","""",""99"",""99"",""98"",""98"","""","""",""99"",""99"",""98"",""98"","""","""",""99"",""99"",""98"",""98"","""","""",""99"",""99"",""98"",""98"","""","""",""99"",""100"",""98"",""98"","""","""",""99"",""100"",""98"",""98"","""","""",""99"",""100"",""98"",""98"","""","""",""99"",""100"",""98"",""98"","""","""",""99"",""100"",""98"",""98"","""","""""
"Central African Republic,""37"",""50"",""28"",""6"",""12"",""2"",""38"",""51"",""29"",""6"",""12"",""2"",""39"",""53"",""30"",""6"",""12"",""2"",""40"",""54"",""30"",""6"",""12"",""2"",""41"",""56"",""31"",""7"",""13"",""2"",""42"",""58"",""32"",""7"",""13"",""3"",""43"",""59"",""33"",""7"",""13"",""3"",""44"",""61"",""33"",""7"",""13"",""3"",""45"",""63"",""34"",""7"",""14"",""3"",""47"",""64"",""35"",""7"",""14"",""3"",""48"",""66"",""36"",""7"",""14"",""3"",""49"",""68"",""37"",""7"",""14"",""3"",""50"",""69"",""38"",""7"",""15"",""3"",""51"",""71"",""38"",""8"",""15"",""3"",""52"",""73"",""39"",""8"",""15"",""3"",""53"",""75"",""40"",""8"",""16"",""3"",""54"",""76"",""41"",""8"",""16"",""3"",""55"",""78"",""42"",""8"",""16"",""3"",""57"",""80"",""43"",""8"",""16"",""3"",""58"",""81"",""44"",""8"",""17"",""3"",""59"",""83"",""44"",""9"",""17"",""3"""
"Chad,""46"",""74"",""38"",""6"",""17"",""2"",""46"",""74"",""37"",""6"",""17"",""2"",""45"",""74"",""37"",""6"",""17"",""2"",""45"",""75"",""36"",""6"",""17"",""2"",""45"",""75"",""36"",""6"",""17"",""2"",""44"",""75"",""36"",""6"",""17"",""2"",""44"",""75"",""35"",""6"",""17"",""2"",""44"",""75"",""35"",""6"",""17"",""2"",""43"",""75"",""34"",""6"",""16"",""2"",""43"",""75"",""34"",""6"",""16"",""3"",""43"",""75"",""34"",""6"",""16"",""3"",""42"",""75"",""33"",""6"",""16"",""3"",""42"",""75"",""33"",""6"",""16"",""3"",""42"",""75"",""32"",""6"",""16"",""3"",""41"",""75"",""32"",""6"",""16"",""3"",""41"",""75"",""32"",""6"",""16"",""3"",""41"",""75"",""31"",""6"",""15"",""3"",""40"",""75"",""31"",""6"",""15"",""3"",""40"",""75"",""30"",""6"",""15"",""3"",""40"",""75"",""30"",""6"",""15"",""3"",""40"",""75"",""30"",""6"",""15"",""3"""
"Chile,""100"",""100"",""100"",""99"",""99"","""",""100"",""100"",""100"",""99"",""99"","""",""100"",""100"",""100"",""99"",""99"","""",""100"",""100"",""100"",""99"",""99"","""",""100"",""100"",""99"",""99"",""99"","""",""100"",""100"",""97"",""98"",""99"","""",""99"",""100"",""96"",""98"",""99"","""",""99"",""100"",""94"",""98"",""99"","""",""99"",""100"",""93"",""97"",""99"","""",""99"",""100"",""91"",""97"",""99"","""",""98"",""100"",""90"",""96"",""99"","""",""98"",""100"",""88"",""96"",""99"","""",""98"",""100"",""87"",""96"",""99"","""",""98"",""99"",""85"",""95"",""99"","""",""97"",""99"",""84"",""95"",""99"","""",""97"",""99"",""82"",""94"",""99"","""",""97"",""99"",""81"",""94"",""98"","""",""97"",""99"",""79"",""93"",""98"","""",""96"",""99"",""78"",""93"",""98"","""",""96"",""99"",""77"",""93"",""98"","""",""96"",""99"",""75"",""92"",""98"","""""
"China,""94"",""97"",""90"","""",""95"","""",""94"",""97"",""89"","""",""95"","""",""93"",""97"",""88"","""",""95"","""",""93"",""97"",""86"","""",""95"","""",""92"",""97"",""85"","""",""94"","""",""92"",""98"",""84"","""",""93"","""",""91"",""98"",""83"","""",""92"","""",""91"",""98"",""82"","""",""92"","""",""90"",""98"",""81"","""",""91"","""",""89"",""98"",""80"","""",""90"","""",""89"",""98"",""79"","""",""89"","""",""88"",""98"",""78"","""",""89"","""",""87"",""98"",""77"","""",""89"","""",""86"",""98"",""76"","""",""89"","""",""85"",""98"",""75"","""",""90"","""",""85"",""98"",""74"","""",""90"","""",""84"",""98"",""73"","""",""90"","""",""83"",""98"",""72"","""",""90"","""",""82"",""98"",""71"","""",""90"","""",""81"",""98"",""70"","""",""90"","""",""80"",""98"",""70"","""",""90"","""""
"Colombia,""97"",""100"",""87"",""73"",""80"",""40"",""97"",""100"",""86"",""73"",""81"",""40"",""97"",""100"",""85"",""73"",""81"",""40"",""97"",""100"",""85"",""73"",""81"",""39"",""97"",""100"",""84"",""73"",""81"",""39"",""96"",""100"",""83"",""72"",""81"",""39"",""96"",""100"",""83"",""72"",""81"",""38"",""96"",""99"",""82"",""72"",""81"",""38"",""95"",""99"",""81"",""72"",""81"",""38"",""95"",""99"",""80"",""72"",""81"",""37"",""95"",""99"",""80"",""72"",""81"",""37"",""95"",""99"",""79"",""71"",""82"",""37"",""94"",""99"",""78"",""71"",""82"",""36"",""94"",""99"",""78"",""71"",""82"",""36"",""94"",""99"",""77"",""71"",""82"",""36"",""93"",""99"",""76"",""71"",""82"",""35"",""93"",""98"",""76"",""70"",""82"",""35"",""93"",""98"",""75"",""70"",""81"",""35"",""92"",""98"",""74"",""70"",""81"",""34"",""92"",""98"",""74"",""69"",""81"",""34"",""91"",""98"",""73"",""69"",""81"",""34"""
"Comoros,"""","""","""","""","""","""",""80"",""88"",""77"","""","""","""",""80"",""88"",""77"","""","""","""",""80"",""88"",""77"","""","""","""",""80"",""88"",""77"","""","""","""",""80"",""88"",""77"","""","""","""",""80"",""88"",""77"","""","""","""",""81"",""88"",""78"","""","""","""",""82"",""88"",""79"","""","""","""",""83"",""88"",""80"","""","""","""",""83"",""89"",""81"","""","""","""",""84"",""89"",""82"","""","""","""",""85"",""89"",""84"","""","""","""",""86"",""89"",""85"","""","""","""",""87"",""89"",""86"","""","""","""",""88"",""89"",""87"","""","""","""",""88"",""90"",""88"","""","""","""",""89"",""90"",""89"","""","""","""",""90"",""90"",""90"","""","""","""",""91"",""90"",""91"","""","""","""",""91"",""90"",""91"","""","""","""""
"Congo,""74"",""87"",""46"",""46"",""59"",""19"",""74"",""87"",""46"",""46"",""59"",""19"",""73"",""87"",""46"",""46"",""59"",""19"",""73"",""87"",""46"",""45"",""59"",""19"",""72"",""87"",""44"",""45"",""59"",""18"",""71"",""87"",""41"",""44"",""58"",""17"",""70"",""87"",""39"",""44"",""58"",""16"",""69"",""86"",""37"",""43"",""58"",""15"",""68"",""86"",""35"",""42"",""58"",""14"",""67"",""86"",""33"",""41"",""57"",""13"",""66"",""86"",""31"",""40"",""55"",""12"",""65"",""86"",""29"",""38"",""53"",""12"",""64"",""86"",""27"",""36"",""52"",""11"",""63"",""86"",""26"",""35"",""50"",""10"",""62"",""85"",""24"",""33"",""48"",""9"",""61"",""85"",""22"",""31"",""46"",""8"",""60"",""85"",""20"",""30"",""44"",""8"",""58"",""85"",""18"",""28"",""42"",""7"",""58"",""85"",""18"",""28"",""42"",""7"",""57"",""85"",""18"",""28"",""42"",""7"",""57"",""85"",""18"",""27"",""42"",""7"""
"Cook Islands,""100"","""","""","""","""","""",""100"","""","""","""","""","""",""100"","""","""","""","""","""",""100"","""","""","""","""","""",""100"","""","""","""","""","""",""100"","""","""","""","""","""",""100"","""","""","""","""","""",""100"","""","""","""","""","""",""100"","""","""","""","""","""",""100"","""","""","""","""","""",""100"","""","""","""","""","""",""100"","""","""","""","""","""",""100"","""","""","""","""","""",""100"","""","""","""","""","""",""100"","""","""","""","""","""",""100"","""","""","""","""","""",""100"","""","""","""","""","""",""100"","""","""","""","""","""",""100"","""","""","""","""","""",""100"","""","""","""","""","""",""100"","""","""","""","""","""""
"Costa Rica,""100"",""100"",""100"",""81"",""80"",""81"",""100"",""100"",""100"",""81"",""80"",""81"",""100"",""100"",""100"",""81"",""80"",""81"",""100"",""100"",""100"",""81"",""80"",""81"",""100"",""100"",""99"",""80"",""80"",""80"",""99"",""100"",""98"",""80"",""80"",""80"",""99"",""100"",""97"",""80"",""80"",""79"",""99"",""100"",""97"",""80"",""80"",""79"",""99"",""100"",""96"",""80"",""80"",""78"",""98"",""100"",""95"",""79"",""80"",""78"",""98"",""100"",""95"",""79"",""80"",""77"",""98"",""100"",""94"",""79"",""80"",""76"",""98"",""99"",""93"",""79"",""80"",""76"",""97"",""99"",""92"",""79"",""80"",""75"",""97"",""99"",""92"",""78"",""80"",""75"",""96"",""99"",""91"",""78"",""80"",""74"",""96"",""99"",""90"",""78"",""80"",""74"",""96"",""99"",""90"",""77"",""80"",""73"",""95"",""99"",""89"",""77"",""80"",""72"",""95"",""99"",""88"",""77"",""80"",""72"",""94"",""99"",""87"",""76"",""80"",""71"""
"C̫te d'Ivoire,""71"",""85"",""56"",""35"",""54"",""15"",""71"",""85"",""56"",""35"",""55"",""15"",""71"",""86"",""56"",""35"",""55"",""15"",""71"",""86"",""56"",""35"",""55"",""15"",""71"",""86"",""56"",""35"",""55"",""15"",""71"",""87"",""56"",""35"",""55"",""15"",""71"",""87"",""56"",""35"",""55"",""15"",""71"",""87"",""56"",""35"",""55"",""15"",""71"",""88"",""56"",""35"",""55"",""16"",""71"",""88"",""56"",""35"",""56"",""16"",""71"",""88"",""56"",""35"",""56"",""16"",""71"",""89"",""56"",""35"",""56"",""16"",""71"",""89"",""56"",""35"",""56"",""16"",""71"",""89"",""56"",""35"",""56"",""16"",""71"",""89"",""56"",""34"",""56"",""16"",""71"",""90"",""56"",""34"",""56"",""16"",""71"",""90"",""56"",""34"",""56"",""17"",""71"",""90"",""56"",""34"",""57"",""17"",""71"",""91"",""56"",""34"",""57"",""17"",""71"",""91"",""56"",""34"",""57"",""17"",""71"",""91"",""56"",""34"",""57"",""17"""
"Croatia,"""",""100"","""","""",""94"","""","""",""100"","""","""",""94"","""","""",""100"","""","""",""94"","""","""",""100"","""","""",""94"","""","""",""100"","""","""",""94"","""","""",""100"","""","""",""94"","""","""",""100"","""","""",""94"","""","""",""100"","""","""",""94"","""","""",""100"","""","""",""94"","""","""",""100"","""","""",""94"","""","""",""100"","""","""",""94"","""","""",""100"","""","""",""94"","""","""",""100"","""","""",""94"","""",""99"",""100"",""97"",""82"",""94"",""68"",""99"",""100"",""97"",""82"",""94"",""68"",""99"",""100"",""97"",""82"",""94"",""68"",""99"",""100"",""97"",""82"",""94"",""68"",""99"",""100"",""97"",""82"",""94"",""68"",""99"",""100"",""97"",""82"",""94"",""68"",""99"",""100"",""97"",""82"",""94"",""68"",""99"",""100"",""97"",""82"",""94"",""68"""
"Cuba,""97"",""98"",""94"","""","""","""",""97"",""98"",""94"","""","""","""",""97"",""98"",""93"","""","""","""",""96"",""98"",""92"","""","""","""",""96"",""98"",""91"","""","""","""",""96"",""98"",""90"","""","""","""",""96"",""97"",""90"","""","""","""",""95"",""97"",""89"","""","""","""",""95"",""97"",""88"","""","""","""",""95"",""97"",""87"","""","""","""",""95"",""97"",""87"","""","""","""",""95"",""97"",""86"","""","""","""",""94"",""97"",""85"","""","""","""",""94"",""97"",""84"","""","""","""",""94"",""97"",""83"","""","""","""",""94"",""97"",""83"","""","""","""",""93"",""97"",""82"","""","""","""",""93"",""97"",""81"","""","""","""",""93"",""97"",""81"","""","""","""",""93"",""97"",""80"","""","""","""",""93"",""97"",""80"","""","""","""""
"Cyprus,""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""100"","""","""",""100"",""100"",""100"",""99"","""","""",""100"",""100"",""100"",""99"","""","""",""100"",""100"",""100"",""99"","""","""",""100"",""100"",""100"",""99"","""","""",""100"",""100"",""100"",""98"","""","""",""100"",""100"",""100"",""98"","""","""",""100"",""100"",""100"",""98"","""","""",""100"",""100"",""100"",""97"","""","""",""100"",""100"",""100"",""97"","""","""",""100"",""100"",""100"",""97"","""","""",""100"",""100"",""100"",""97"","""","""",""100"",""100"",""100"",""96"","""","""",""100"",""100"",""100"",""96"","""","""",""100"",""100"",""100"",""96"","""","""",""100"",""100"",""100"",""96"","""","""",""100"",""100"",""100"",""96"","""","""",""100"",""100"",""100"",""96"","""","""""
"Czechia,""100"",""100"",""100"",""98"",""98"",""98"",""100"",""100"",""100"",""98"",""98"",""98"",""100"",""100"",""100"",""98"",""98"",""98"",""100"",""100"",""100"",""98"",""98"",""98"",""100"",""100"",""100"",""98"",""98"",""98"",""100"",""100"",""100"",""98"",""98"",""98"",""100"",""100"",""100"",""98"",""98"",""98"",""100"",""100"",""100"",""98"",""98"",""97"",""100"",""100"",""100"",""98"",""98"",""97"",""100"",""100"",""100"",""98"",""98"",""97"",""100"",""100"",""100"",""97"",""98"",""96"",""100"",""100"",""100"",""97"",""98"",""96"",""100"",""100"",""100"",""97"",""98"",""96"",""100"",""100"",""100"",""97"",""98"",""96"",""100"",""100"",""100"",""97"",""98"",""95"",""100"",""100"",""100"",""97"",""97"",""95"",""100"",""100"",""100"",""97"",""97"",""95"",""100"",""100"",""100"",""97"",""97"",""94"",""100"",""100"",""100"",""96"",""97"",""94"",""100"",""100"",""100"",""96"",""97"",""94"",""100"",""100"",""100"",""96"",""97"",""94"""
"Democratic People's Republic of Korea,""94"",""97"",""89"",""66"",""77"",""49"",""94"",""97"",""89"",""66"",""77"",""49"",""94"",""97"",""89"",""66"",""77"",""49"",""95"",""97"",""90"",""67"",""77"",""50"",""95"",""97"",""91"",""67"",""77"",""50"",""95"",""97"",""92"",""67"",""77"",""50"",""96"",""98"",""92"",""67"",""78"",""51"",""96"",""98"",""93"",""67"",""78"",""51"",""96"",""98"",""94"",""67"",""78"",""52"",""97"",""98"",""94"",""68"",""78"",""52"",""97"",""98"",""95"",""68"",""78"",""52"",""97"",""98"",""96"",""68"",""78"",""53"",""98"",""98"",""97"",""68"",""78"",""53"",""98"",""99"",""97"",""68"",""78"",""54"",""98"",""99"",""98"",""69"",""78"",""54"",""99"",""99"",""99"",""69"",""79"",""54"",""99"",""99"",""99"",""69"",""79"",""55"",""99"",""99"",""100"",""69"",""79"",""55"",""99"",""99"",""100"",""69"",""79"",""55"",""99"",""99"",""100"",""69"",""79"",""55"",""99"",""99"",""100"",""69"",""79"",""55"""
